"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",1460,"ec","00253",12,12,"ec:1.14.13.38",1.21951219512195,4,3,6,8,8
"2",1462,"ec","00253",12,12,"ec:1.14.13.232",12.1951219512195,4,2,2,2,2
"3",1465,"ec","00253",12,12,"ec:1.14.13.234",1.21951219512195,4,3,7,8,8
"4",1467,"ec","00253",12,12,"ec:1.3.98.4",1.21951219512195,4,4,7,8,8
"5",1470,"ec","00253",12,12,"ec:1.14.19.49",39.0243902439024,4,3,5,7,8
"6",1471,"ec","00253",12,12,"ec:1.3.98.4",1.21951219512195,4,2,4,7,8
