"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8","neighborsL9","neighborsL10","neighborsL11"
"1",4305,"ec","00650",54,163,"ec:1.1.1.30",34.5205479452055,11,6,15,20,28,37,42,46,50,51,51,51
"2",4306,"ec","00650",54,163,"ec:3.1.1.22",3.81849315068493,11,2,7,15,20,28,37,42,46,50,51,51
"3",4334,"ec","00650",54,163,"ec:1.1.1.83",18.1506849315068,11,5,10,23,33,44,50,51,51,51,51,51
"4",4335,"ec","00650",54,163,"ec:4.2.1.31",0,11,2,8,16,31,38,45,50,51,51,51,51
"5",4336,"ec","00650",54,163,"ec:5.2.1.1",12.7397260273973,11,3,8,16,21,32,38,45,50,51,51,51
"6",4338,"ec","00650",54,163,"ec:4.1.1.5",18.3904109589041,11,4,10,14,23,29,40,49,51,51,51,51
"7",4350,"ec","00650",54,163,"ec:2.2.1.6",83.1506849315068,11,5,12,23,29,40,49,51,51,51,51,51
