"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",3611,"ec","00572",5,4,"ec:2.4.1.289",94.2857142857143,4,2,3,4,4
"2",3612,"ec","00572",5,4,"ec:2.4.1.287",97.1428571428571,4,2,4,4,4
"3",3613,"ec","00572",5,4,"ec:2.4.1.287",97.1428571428571,4,2,3,4,4
