"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2"
"1",4276,"ec","00642",7,8,"ec:1.17.99.2",0.662251655629139,2,3,6
"2",4280,"ec","00642",7,8,"ec:1.1.1.311",0.662251655629139,2,4,6
