"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2"
"1",1065,"ec","00190",5,4,"ec:3.6.1.1",95.087085113375,2,4,4
