"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8"
"1",3400,"ec","00561",48,184,"ec:2.4.1.337",8.2182320441989,8,13,27,38,43,45,45,45,45
"2",3415,"ec","00561",48,184,"ec:1.2.1.3",54.4198895027624,8,5,11,22,33,43,45,45,45
"3",3425,"ec","00561",48,184,"ec:2.4.1.208",3.81560773480663,8,2,14,27,38,43,45,45,45
"4",3428,"ec","00561",48,184,"ec:4.2.1.30",1.00138121546961,8,9,20,33,43,45,45,45,45
"5",3431,"ec","00561",48,184,"ec:2.4.1.315",9.87569060773481,8,3,22,27,38,43,45,45,45
"6",3438,"ec","00561",48,184,"ec:2.3.1.275",64.9171270718232,8,6,19,31,43,45,45,45,45
