"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2"
"1",4836,"ec","00785",10,14,"ec:2.3.1.200",0.900735294117647,2,2,2
