"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",4290,"ec","00643",21,27,"ec:4.2.1.54",0.273224043715847,4,2,5,7,8
"2",4291,"ec","00643",21,27,"ec:5.2.1.2",19.0915300546448,4,2,3,3,3
"3",4292,"ec","00643",21,27,"ec:2.8.3.12",19.5355191256831,4,4,7,8,8
"4",4294,"ec","00643",21,27,"ec:1.2.1.39",17.042349726776,4,4,7,7,7
"5",4299,"ec","00643",21,27,"ec:1.13.11.5",48.6680327868852,4,2,3,3,3
"6",4300,"ec","00643",21,27,"ec:1.13.11.2",34.1871584699454,4,2,5,7,8
"7",4301,"ec","00643",21,27,"ec:5.3.99.7",0.0341530054644809,4,2,5,7,7
"8",4303,"ec","00643",21,27,"ec:3.7.1.9",4.88387978142076,4,4,7,8,8
