"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3"
"1",6353,"ec","00984",15,17,"ec:1.13.11.25",62.2047244094488,3,2,3,3
"2",6354,"ec","00984",15,17,"ec:3.7.1.17",58.005249343832,3,2,3,3
"3",6356,"ec","00984",15,17,"ec:1.3.99.4",68.241469816273,3,4,6,6
"4",6360,"ec","00984",15,17,"ec:1.3.99.5",41.994750656168,3,4,6,6
"5",6362,"ec","00984",15,17,"ec:5.3.3.1",51.7060367454068,3,4,6,6
