"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5"
"1",5721,"ec","00940",73,154,"ec:1.14.13.14",0,5,5,10,14,17,24
"2",5726,"ec","00940",73,154,"ec:1.2.1.44",93.8144329896907,5,6,17,23,27,35
"3",5753,"ec","00940",73,154,"ec:1.1.1.195",93.8144329896907,5,5,10,17,23,27
"4",5782,"ec","00940",73,154,"ec:1.1.1.319",0,5,3,4,4,4,4
"5",5784,"ec","00940",73,154,"ec:1.1.1.318",0,5,2,4,4,4,4
"6",5785,"ec","00940",73,154,"ec:1.1.1.319",0,5,2,3,3,3,3
"7",5786,"ec","00940",73,154,"ec:1.1.1.318",0,5,2,3,3,3,3
