"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",2733,"ec","00472",15,37,"ec:5.4.3.5",3.15928038613427,4,9,13,14,14
"2",2740,"ec","00472",15,37,"ec:3.5.3.10",0,4,11,14,14,14
