"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3"
"1",1733,"ec","00281",11,9,"ec:1.1.1.35",60.8667529107374,3,2,2,2
"2",1735,"ec","00281",11,9,"ec:4.2.1.57",6.20957309184994,3,3,4,4
"3",1742,"ec","00281",11,9,"ec:1.2.1.86",0.0323415265200517,3,2,2,2
