"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",2718,"ec","00471",14,34,"ec:6.3.2.9",87.5313507703332,4,8,13,13,13
