"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5"
"1",4365,"ec","00660",22,32,"ec:4.3.1.2",3.79567938623057,5,2,5,10,13,15
"2",4366,"ec","00660",22,32,"ec:4.2.1.34",0,5,4,10,13,15,16
"3",4371,"ec","00660",22,32,"ec:6.2.1.5",77.4076317383404,5,3,7,12,15,16
"4",4372,"ec","00660",22,32,"ec:4.2.1.56",5.61275994346861,5,4,11,15,16,16
"5",4374,"ec","00660",22,32,"ec:2.2.1.6",98.182919442762,5,5,10,12,15,16
"6",4376,"ec","00660",22,32,"ec:4.1.3.24",5.37048253583687,5,2,2,2,2,2
"7",4380,"ec","00660",22,32,"ec:2.3.1.182",6.03674540682415,5,4,10,12,15,16
