"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8","neighborsL9","neighborsL10"
"1",2813,"ec","00500",91,505,"ec:3.2.1.26",28.7035480073987,10,5,23,53,76,89,90,90,90,90,90
"2",2865,"ec","00500",91,505,"ec:2.4.1.10",5.3808643013284,10,20,52,76,89,90,90,90,90,90,90
"3",2871,"ec","00500",91,505,"ec:3.2.1.10",14.2929208004036,10,5,25,57,82,89,90,90,90,90,90
"4",2893,"ec","00500",91,505,"ec:3.2.1.86",27.8459727593745,10,18,46,66,87,90,90,90,90,90,90
