"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2"
"1",1992,"ec","00332",5,3,"ec:6.3.3.6",0.348756103231807,2,2,2
