"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8","neighborsL9","neighborsL10","neighborsL11","neighborsL12","neighborsL13","neighborsL14"
"1",1582,"ec","00270",95,394,"ec:4.4.1.14",1.74485596707819,14,12,29,39,48,65,85,94,94,94,94,94,94,94,94
"2",1589,"ec","00270",95,394,"ec:4.2.1.109",21.4650205761317,14,3,8,19,33,43,48,65,85,94,94,94,94,94,94
"3",1599,"ec","00270",95,394,"ec:4.4.1.1",22.8148148148148,14,21,52,72,77,89,93,94,94,94,94,94,94,94,94
"4",1623,"ec","00270",95,394,"ec:4.4.1.10",0,14,16,43,59,72,77,89,93,94,94,94,94,94,94,94
"5",1633,"ec","00270",95,394,"ec:1.13.11.20",6.66666666666667,14,16,39,59,72,77,89,93,94,94,94,94,94,94,94
"6",1650,"ec","00270",95,394,"ec:1.1.1.3",83.3909465020576,14,3,10,23,48,71,89,93,94,94,94,94,94,94,94
"7",1651,"ec","00270",95,394,"ec:1.2.1.11",89.4156378600823,14,2,4,10,23,48,71,89,93,94,94,94,94,94,94
"8",1663,"ec","00270",95,394,"ec:6.3.2.2",55.6543209876543,14,3,5,24,54,73,78,89,93,94,94,94,94,94,94
"9",1674,"ec","00270",95,394,"ec:2.6.1.52",71.2098765432099,14,5,24,42,59,72,77,89,93,94,94,94,94,94,94
