"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2"
"1",1570,"ec","00261",9,5,"ec:1.1.3.46",4.23357664233577,2,2,2
