"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5"
"1",62,"ec","00020",32,88,"ec:2.3.1.61",70.2630702630703,5,7,13,16,18,24
"2",69,"ec","00020",32,88,"ec:4.2.1.2",88.7112887112887,5,4,13,21,29,31
