"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",4907,"ec","00791",15,17,"ec:3.5.4.45",0,4,3,5,7,8
"2",4908,"ec","00791",15,17,"ec:3.5.4.42",0.209424083769634,4,3,7,8,9
"3",4909,"ec","00791",15,17,"ec:3.5.4.43",2.40837696335078,4,3,5,7,8
"4",4910,"ec","00791",15,17,"ec:3.5.4.43",2.40837696335078,4,2,3,5,7
"5",4913,"ec","00791",15,17,"ec:3.5.2.15",6.49214659685864,4,3,6,9,9
"6",4914,"ec","00791",15,17,"ec:3.5.4.42",0.209424083769634,4,2,5,7,9
