"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7"
"1",1,"ec","00010",58,190,"ec:4.1.2.13",96.9756738987508,7,11,17,33,39,44,49,57
"2",13,"ec","00010",58,190,"ec:2.7.1.40",91.732412886259,7,8,16,30,34,38,40,54
"3",14,"ec","00010",58,190,"ec:4.2.1.11",98.2577251808021,7,6,17,26,38,40,54,57
