"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",3905,"ec","00621",14,18,"ec:4.1.3.39",74.1878841088674,4,2,6,9,11
"2",3907,"ec","00621",14,18,"ec:3.7.1.8",0.614574187884109,4,4,8,11,12
"3",3909,"ec","00621",14,18,"ec:1.3.1.56",0.790166812993854,4,2,3,6,9
"4",3910,"ec","00621",14,18,"ec:1.13.11.39",1.14135206321334,4,2,6,9,11
"5",3911,"ec","00621",14,18,"ec:3.7.1.8",0.614574187884109,4,4,8,11,12
"6",3913,"ec","00621",14,18,"ec:1.3.1.56",0.790166812993854,4,2,3,6,9
"7",3914,"ec","00621",14,18,"ec:1.13.11.39",1.14135206321334,4,2,6,9,11
"8",3916,"ec","00621",14,18,"ec:4.2.1.80",67.2519754170325,4,5,9,11,13
"9",3919,"ec","00621",14,18,"ec:4.1.1.77",26.6900790166813,4,5,8,11,13
