"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8","neighborsL9"
"1",180,"ec","00040",73,167,"ec:1.1.1.45",4.36041252035462,9,6,17,32,48,58,66,68,68,68
"2",183,"ec","00040",73,167,"ec:1.1.1.22",76.2800796091912,9,4,6,9,13,19,30,45,57,61
"3",203,"ec","00040",73,167,"ec:2.7.1.5",16.6817441650081,9,6,18,31,39,51,58,65,67,68
"4",212,"ec","00040",73,167,"ec:4.2.1.146",1.06748688257644,9,2,6,12,17,25,31,38,48,58
"5",213,"ec","00040",73,167,"ec:4.1.2.54",0.940835896508051,9,2,3,6,12,17,25,31,38,48
"6",218,"ec","00040",73,167,"ec:4.2.1.141",2.89487968156323,9,3,3,3,3,3,3,3,3,3
"7",220,"ec","00040",73,167,"ec:1.1.1.365",0.0180929980097702,9,4,11,17,25,31,38,48,58,61
