"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",3290,"ec","00532",7,6,"ec:2.4.1.135",89.9193548387097,4,2,4,6,6
"2",3292,"ec","00532",7,6,"ec:2.4.1.133",97.1774193548387,4,2,3,4,5
"3",3297,"ec","00532",7,6,"ec:2.4.1.134",93.9516129032258,4,2,4,5,6
"4",3298,"ec","00532",7,6,"ec:2.4.1.174",81.0483870967742,4,2,4,5,6
"5",3299,"ec","00532",7,6,"ec:2.4.1.226",97.5806451612903,4,2,3,4,5
