"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3"
"1",2527,"ec","00405",14,10,"ec:2.6.1.86",23.9766081871345,3,2,4,5
"2",2528,"ec","00405",14,10,"ec:3.3.2.15",11.9883040935673,3,2,3,4
"3",2533,"ec","00405",14,10,"ec:2.1.1.327",3.07017543859649,3,2,2,2
"4",2538,"ec","00405",14,10,"ec:4.1.3.27",92.9824561403509,3,2,4,5
"5",2539,"ec","00405",14,10,"ec:6.2.1.32",3.07017543859649,3,2,3,4
"6",2541,"ec","00405",14,10,"ec:3.1.2.32",8.7719298245614,3,2,2,2
