"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7"
"1",6315,"ec","00983",37,54,"ec:6.3.5.2",99.3710691823899,7,3,5,8,8,8,8,8
"2",6321,"ec","00983",37,54,"ec:1.3.1.2",76.1006289308176,7,5,10,15,16,16,16,16
"3",6322,"ec","00983",37,54,"ec:3.5.2.2",76.1006289308176,7,2,6,10,15,16,16,16
"4",6327,"ec","00983",37,54,"ec:1.1.1.205",100,7,3,8,8,8,8,8,8
"5",6329,"ec","00983",37,54,"ec:2.4.2.4",63.8364779874214,7,4,9,13,16,16,16,16
"6",6330,"ec","00983",37,54,"ec:3.5.4.5",95.2830188679245,7,2,5,9,13,16,16,16
"7",6348,"ec","00983",37,54,"ec:3.1.1.1",40.251572327044,7,3,6,6,6,6,6,6
