"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5"
"1",3154,"ec","00522",20,18,"ec:2.4.1.277",0,5,3,3,3,3,3
"2",3155,"ec","00522",20,18,"ec:1.14.15.35",75,5,2,3,5,7,7
"3",3156,"ec","00522",20,18,"ec:2.4.1.328",50,5,2,5,7,7,7
"4",3158,"ec","00522",20,18,"ec:2.1.1.102",0,5,2,3,4,4,4
"5",3159,"ec","00522",20,18,"ec:2.4.1.318",0,5,2,4,4,4,4
"6",3160,"ec","00522",20,18,"ec:2.4.1.317",0,5,2,3,4,4,4
"7",3166,"ec","00522",20,18,"ec:2.4.1.278",50,5,3,6,7,7,7
"8",3167,"ec","00522",20,18,"ec:2.4.1.277",0,5,2,2,2,2,2
