"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2"
"1",3497,"ec","00563",3,2,"ec:3.5.1.89",96.3809523809524,1,2,2
