"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5"
"1",3805,"ec","00603",15,16,"ec:2.4.1.79",23.3100233100233,5,6,8,9,9,9
"2",3809,"ec","00603",15,16,"ec:2.4.1.79",23.3100233100233,5,2,2,2,2,2
"3",3811,"ec","00603",15,16,"ec:2.4.1.228",61.3053613053613,5,2,8,9,9,9
"4",3812,"ec","00603",15,16,"ec:2.4.1.79",23.3100233100233,5,2,3,8,9,9
