"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3"
"1",6543,"ec","01059",6,4,"ec:1.14.15.31",52.970297029703,3,2,3,3
"2",6544,"ec","01059",6,4,"ec:2.1.1.303",25.2475247524752,3,2,3,3
