"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2"
"1",6127,"ec","00960",22,24,"ec:1.1.1.206",97.1428571428571,2,3,4
"2",6129,"ec","00960",22,24,"ec:2.1.1.53",7.61904761904762,2,2,2
"3",6131,"ec","00960",22,24,"ec:4.1.1.18",0,2,3,3
"4",6135,"ec","00960",22,24,"ec:1.1.1.236",3.80952380952381,2,2,4
