"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8","neighborsL9","neighborsL10","neighborsL11","neighborsL12","neighborsL13","neighborsL14"
"1",4132,"ec","00630",81,360,"ec:4.1.3.1",41.2917150921468,14,20,47,69,76,78,78,78,78,78,78,78,78,78,78
"2",4144,"ec","00630",81,360,"ec:1.1.3.15",46.4220488128839,14,23,49,69,76,78,78,78,78,78,78,78,78,78,78
"3",4156,"ec","00630",81,360,"ec:2.3.3.1",81.5042337705462,14,6,30,57,75,78,78,78,78,78,78,78,78,78,78
"4",4189,"ec","00630",81,360,"ec:4.1.3.24",4.41640378548896,14,21,49,71,77,78,78,78,78,78,78,78,78,78,78
"5",4191,"ec","00630",81,360,"ec:5.1.99.1",30.5495600199236,14,2,3,23,50,71,77,78,78,78,78,78,78,78,78
"6",4192,"ec","00630",81,360,"ec:6.4.1.3",34.002988543915,14,2,23,50,71,77,78,78,78,78,78,78,78,78,78
"7",4197,"ec","00630",81,360,"ec:2.6.1.4",1.62709613149593,14,24,47,69,76,78,78,78,78,78,78,78,78,78,78
