"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8"
"1",3360,"ec","00550",20,25,"ec:2.4.1.227",98.0511811023622,8,3,7,11,16,17,18,19,19
"2",3361,"ec","00550",20,25,"ec:2.7.8.13",98.4645669291339,8,4,9,14,16,18,19,19,19
"3",3365,"ec","00550",20,25,"ec:6.3.2.9",95.6692913385827,8,3,6,10,14,16,17,18,19
"4",3366,"ec","00550",20,25,"ec:6.3.2.8",98.1299212598425,8,2,5,7,10,14,16,17,18
"5",3368,"ec","00550",20,25,"ec:2.7.8.13",98.4645669291339,8,4,7,11,14,16,18,19,19
"6",3371,"ec","00550",20,25,"ec:2.3.2.16",2.16535433070866,8,2,5,6,9,12,16,17,18
"7",3372,"ec","00550",20,25,"ec:2.3.2.17",2.08661417322835,8,2,3,5,6,9,12,16,17
"8",3375,"ec","00550",20,25,"ec:1.3.1.98",97.992125984252,8,2,3,5,7,10,14,16,17
"9",3392,"ec","00550",20,25,"ec:6.3.5.13",23.740157480315,8,3,5,9,12,16,17,18,19
