"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7"
"1",2549,"ec","00410",42,245,"ec:4.2.1.17",59.7657038982024,7,4,5,11,31,36,40,41
"2",2550,"ec","00410",42,245,"ec:3.1.2.4",9.97778226620885,7,2,11,31,36,40,41,41
"3",2551,"ec","00410",42,245,"ec:1.1.1.59",4.44354675823066,7,7,28,36,40,41,41,41
"4",2566,"ec","00410",42,245,"ec:1.5.99.6",3.27206624924258,7,5,8,27,32,37,38,41
"5",2570,"ec","00410",42,245,"ec:3.5.1.6",11.8157947889315,7,21,31,36,38,41,41,41
"6",2571,"ec","00410",42,245,"ec:3.5.2.2",32.2965057564128,7,3,23,31,36,38,41,41
