"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8","neighborsL9"
"1",4776,"ec","00770",33,71,"ec:3.5.1.6",9.71922246220302,9,4,11,19,28,31,32,32,32,32
"2",4777,"ec","00770",33,71,"ec:3.5.2.2",26.8815417843496,9,3,6,11,19,28,31,32,32,32
"3",4784,"ec","00770",33,71,"ec:4.2.1.9",77.7537796976242,9,5,8,12,17,23,30,32,32,32
"4",4785,"ec","00770",33,71,"ec:1.1.1.86",79.2822728027912,9,2,6,8,12,17,23,30,32,32
