"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7"
"1",2501,"ec","00402",8,7,"ec:1.14.11.59",100,7,2,3,4,5,6,7,7
"2",2502,"ec","00402",8,7,"ec:2.4.1.202",25,7,2,4,5,6,7,7,7
"3",2503,"ec","00402",8,7,"ec:1.14.14.110",50,7,2,4,6,7,7,7,7
"4",2504,"ec","00402",8,7,"ec:1.14.14.109",50,7,2,4,6,7,7,7,7
"5",2505,"ec","00402",8,7,"ec:1.14.14.157",50,7,2,4,5,6,7,7,7
"6",2506,"ec","00402",8,7,"ec:1.14.14.153",50,7,2,3,4,5,6,7,7
