"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6"
"1",1473,"ec","00254",20,18,"ec:2.3.1.221",20,6,2,3,5,7,8,8
"2",1474,"ec","00254",20,18,"ec:1.13.12.20",4,6,2,5,7,8,8,8
"3",1475,"ec","00254",20,18,"ec:1.1.1.349",78,6,3,6,8,8,8,8
"4",1481,"ec","00254",20,18,"ec:3.1.1.94",54,6,3,4,4,4,4,4
"5",1482,"ec","00254",20,18,"ec:1.1.1.353",4,6,2,4,4,4,4,4
"6",1489,"ec","00254",20,18,"ec:2.1.1.110",10,6,2,2,2,2,2,2
"7",1490,"ec","00254",20,18,"ec:2.1.1.110",10,6,2,2,2,2,2,2
