"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",1984,"ec","00331",5,4,"ec:6.3.3.4",100,4,2,3,4,4
"2",1987,"ec","00331",5,4,"ec:3.5.3.22",100,4,2,3,4,4
"3",1988,"ec","00331",5,4,"ec:1.14.11.21",100,4,2,4,4,4
