"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8","neighborsL9"
"1",336,"ec","00052",57,214,"ec:2.4.1.82",1.86866922808243,9,11,16,21,38,44,53,56,56,56
"2",337,"ec","00052",57,214,"ec:2.4.1.123",1.64163464896961,9,7,18,38,44,53,56,56,56,56
