"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5"
"1",1279,"ec","00232",26,76,"ec:1.17.5.2",0,5,7,16,22,25,25
"2",1286,"ec","00232",26,76,"ec:3.2.2.25",0,5,7,19,23,25,25
