"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8","neighborsL9","neighborsL10"
"1",3561,"ec","00564",76,285,"ec:2.1.1.17",11.06135986733,10,10,27,49,64,69,70,71,74,75,75
"2",3567,"ec","00564",76,285,"ec:1.1.1.261",11.7910447761194,10,6,13,18,27,49,60,72,75,75,75
"3",3568,"ec","00564",76,285,"ec:2.5.1.41",4.92537313432836,10,2,10,17,19,27,49,60,72,75,75
"4",3569,"ec","00564",76,285,"ec:2.5.1.42",4.95854063018242,10,4,6,11,17,19,27,49,60,72,75
"5",3570,"ec","00564",76,285,"ec:2.7.7.67",5.1077943615257,10,4,5,6,11,17,19,27,49,60,72
