"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3"
"1",4610,"ec","00730",28,71,"ec:2.8.1.10",55.9139784946236,3,5,8,15
"2",4612,"ec","00730",28,71,"ec:2.8.1.4",37.7502067824648,3,3,7,8
"3",4617,"ec","00730",28,71,"ec:2.7.1.49",75.8478081058726,3,4,13,20
"4",4620,"ec","00730",28,71,"ec:5.3.99.10",4.03639371381307,3,2,13,25
"5",4624,"ec","00730",28,71,"ec:2.5.1.3",78.08105872622,3,8,19,25
