"","node1","node2","org","pathway","EC"
"412","hsa:5631","hsa:8277","hsa","00030","2.7.6.1"
"413","hsa:5631","hsa:84076","hsa","00030","2.2.1.1"
"414","hsa:5631","hsa:64080","hsa","00030","2.2.1.1"
"415","hsa:5631","hsa:55276","hsa","00030","2.2.1.1"
"416","hsa:5631","hsa:5236","hsa","00030","2.2.1.1"
"417","hsa:5634","hsa:22934","hsa","00030","2.2.1.1"
"418","hsa:5634","hsa:7086","hsa","00030","2.2.1.1"
"419","hsa:5634","hsa:8277","hsa","00030","2.2.1.1"
"420","hsa:5634","hsa:84076","hsa","00030","2.2.1.1"
"421","hsa:5634","hsa:64080","hsa","00030","2.2.1.1"
"422","hsa:5634","hsa:55276","hsa","00030","2.2.1.1"
"423","hsa:5634","hsa:5236","hsa","00030","2.2.1.1"
"424","hsa:7086","hsa:22934","hsa","00030","2.2.1.1"
"425","hsa:7086","hsa:5236","hsa","00030","2.2.1.1"
"426","hsa:7086","hsa:55276","hsa","00030","2.2.1.1"
"427","hsa:7086","hsa:6888","hsa","00030","2.2.1.1"
"428","hsa:7086","hsa:2821","hsa","00030","2.2.1.1"
"429","hsa:7086","hsa:5211","hsa","00030","2.2.1.1"
"430","hsa:7086","hsa:5213","hsa","00030","2.2.1.1"
"431","hsa:7086","hsa:5214","hsa","00030","2.2.1.1"
"432","hsa:7086","hsa:2203","hsa","00030","2.2.1.1"
"433","hsa:7086","hsa:8789","hsa","00030","2.2.1.1"
"434","hsa:7086","hsa:226","hsa","00030","2.2.1.1"
"435","hsa:7086","hsa:229","hsa","00030","2.2.1.1"
"436","hsa:7086","hsa:230","hsa","00030","2.2.1.1"
"437","hsa:7086","hsa:6120","hsa","00030","2.2.1.1"
"438","hsa:7086","hsa:729020","hsa","00030","2.2.1.1"
"439","hsa:8277","hsa:22934","hsa","00030","2.2.1.1"
"440","hsa:8277","hsa:5236","hsa","00030","2.2.1.1"
"441","hsa:8277","hsa:55276","hsa","00030","2.2.1.1"
"442","hsa:8277","hsa:6888","hsa","00030","2.2.1.1"
"443","hsa:8277","hsa:2821","hsa","00030","2.2.1.1"
"444","hsa:8277","hsa:5211","hsa","00030","2.2.1.1"
"445","hsa:8277","hsa:5213","hsa","00030","2.2.1.1"
"446","hsa:8277","hsa:5214","hsa","00030","2.2.1.1"
"447","hsa:8277","hsa:2203","hsa","00030","2.2.1.1"
"448","hsa:8277","hsa:8789","hsa","00030","2.2.1.1"
"449","hsa:8277","hsa:226","hsa","00030","2.2.1.1"
"450","hsa:8277","hsa:229","hsa","00030","2.2.1.1"
"451","hsa:8277","hsa:230","hsa","00030","2.2.1.1"
"452","hsa:8277","hsa:6120","hsa","00030","2.2.1.1"
"453","hsa:8277","hsa:729020","hsa","00030","2.2.1.1"
"454","hsa:84076","hsa:22934","hsa","00030","2.2.1.1"
"455","hsa:84076","hsa:5236","hsa","00030","2.2.1.1"
"456","hsa:84076","hsa:55276","hsa","00030","2.2.1.1"
"457","hsa:84076","hsa:6888","hsa","00030","2.2.1.1"
"458","hsa:84076","hsa:2821","hsa","00030","5.3.1.6"
"459","hsa:84076","hsa:5211","hsa","00030","5.3.1.6"
"460","hsa:84076","hsa:5213","hsa","00030","5.3.1.6"
"461","hsa:84076","hsa:5214","hsa","00030","5.3.1.6"
"462","hsa:84076","hsa:2203","hsa","00030","5.3.1.6"
"463","hsa:84076","hsa:8789","hsa","00030","5.1.3.1"
"464","hsa:84076","hsa:226","hsa","00030","5.1.3.1"
"465","hsa:84076","hsa:229","hsa","00030","5.1.3.1"
"466","hsa:84076","hsa:230","hsa","00030","5.1.3.1"
"467","hsa:84076","hsa:6120","hsa","00030","5.1.3.1"
"468","hsa:84076","hsa:729020","hsa","00030","5.1.3.1"
"469","hsa:22934","hsa:5226","hsa","00030","5.1.3.1"
"470","hsa:22934","hsa:6120","hsa","00030","5.1.3.1"
"471","hsa:22934","hsa:729020","hsa","00030","4.1.2.13"
"472","hsa:22934","hsa:5236","hsa","00030","4.1.2.13"
"473","hsa:22934","hsa:55276","hsa","00030","4.1.2.13"
"474","hsa:6120","hsa:5226","hsa","00030","4.1.2.13"
"475","hsa:6120","hsa:7086","hsa","00030","4.1.2.13"
"476","hsa:6120","hsa:8277","hsa","00030","4.1.2.13"
"477","hsa:6120","hsa:84076","hsa","00030","4.1.2.13"
"478","hsa:729020","hsa:5226","hsa","00030","4.1.2.13"
"479","hsa:729020","hsa:7086","hsa","00030","4.1.2.13"
"480","hsa:729020","hsa:8277","hsa","00030","4.1.2.13"
"481","hsa:729020","hsa:84076","hsa","00030","4.1.2.13"
"482","hsa:226","hsa:5211","hsa","00030","4.1.2.13"
"483","hsa:226","hsa:5213","hsa","00030","4.1.2.13"
"484","hsa:226","hsa:5214","hsa","00030","4.1.2.13"
"485","hsa:226","hsa:2203","hsa","00030","4.1.2.13"
"486","hsa:226","hsa:8789","hsa","00030","4.1.2.13"
"487","hsa:226","hsa:7086","hsa","00030","4.1.2.13"
"488","hsa:226","hsa:8277","hsa","00030","4.1.2.13"
"489","hsa:226","hsa:84076","hsa","00030","4.1.2.13"
"490","hsa:226","hsa:6888","hsa","00030","4.1.2.13"
"491","hsa:229","hsa:5211","hsa","00030","4.1.2.13"
"492","hsa:229","hsa:5213","hsa","00030","4.1.2.13"
"493","hsa:229","hsa:5214","hsa","00030","4.1.2.13"
"494","hsa:229","hsa:2203","hsa","00030","4.1.2.13"
"495","hsa:229","hsa:8789","hsa","00030","4.1.2.13"
"496","hsa:229","hsa:7086","hsa","00030","4.1.2.13"
"497","hsa:229","hsa:8277","hsa","00030","2.7.1.11"
"498","hsa:229","hsa:84076","hsa","00030","2.7.1.11"
"499","hsa:229","hsa:6888","hsa","00030","2.7.1.11"
"500","hsa:230","hsa:5211","hsa","00030","2.7.1.11"
"501","hsa:230","hsa:5213","hsa","00030","2.7.1.11"
"502","hsa:230","hsa:5214","hsa","00030","2.7.1.11"
"503","hsa:230","hsa:2203","hsa","00030","3.1.3.11"
"504","hsa:230","hsa:8789","hsa","00030","3.1.3.11"
"505","hsa:230","hsa:7086","hsa","00030","3.1.3.11"
"506","hsa:230","hsa:8277","hsa","00030","3.1.3.11"
"507","hsa:230","hsa:84076","hsa","00030","1.1.1.44 / 1.1.1.343"
"508","hsa:230","hsa:6888","hsa","00030","1.1.1.44 / 1.1.1.343"
"509","hsa:5211","hsa:2821","hsa","00030","1.1.1.44 / 1.1.1.343"
"510","hsa:5211","hsa:6888","hsa","00030","3.1.1.31"
"511","hsa:5213","hsa:2821","hsa","00030","3.1.1.31"
"512","hsa:5213","hsa:6888","hsa","00030","3.1.1.31"
"513","hsa:5214","hsa:2821","hsa","00030","3.1.1.31"
"514","hsa:5214","hsa:6888","hsa","00030","1.1.1.49 / 1.1.1.363"
"515","hsa:2203","hsa:2821","hsa","00030","1.1.1.49 / 1.1.1.363"
"516","hsa:2203","hsa:6888","hsa","00030","2.7.1.12"
"517","hsa:8789","hsa:2821","hsa","00030","2.2.1.2"
"518","hsa:8789","hsa:6888","hsa","00030","2.2.1.2"
"519","hsa:5226","hsa:25796","hsa","00030","2.2.1.2"
"520","hsa:5226","hsa:414328","hsa","00030","1.1.1.47 / 3.1.1.31"
"521","hsa:5226","hsa:9563","hsa","00030","1.1.1.47 / 3.1.1.31"
"522","hsa:25796","hsa:414328","hsa","00030","3.2.1.31"
"523","hsa:25796","hsa:2539","hsa","00030","3.2.1.31"
"524","hsa:25796","hsa:9563","hsa","00030","3.2.1.31"
"525","hsa:25796","hsa:5226","hsa","00030","3.2.1.31"
"526","hsa:2539","hsa:9563","hsa","00030","3.2.1.31"
"527","hsa:2539","hsa:25796","hsa","00030","3.2.1.31"
"528","hsa:414328","hsa:9104","hsa","00030","3.2.1.31"
"529","hsa:6888","hsa:7086","hsa","00030","3.2.1.31"
"530","hsa:6888","hsa:8277","hsa","00030","3.2.1.31"
"531","hsa:6888","hsa:84076","hsa","00030","3.2.1.31"
"532","hsa:9563","hsa:414328","hsa","00030","3.2.1.31"
"533","hsa:9563","hsa:5226","hsa","00030","3.2.1.31"
"534","hsa:2990","hsa:10720","hsa","00040","3.2.1.31"
"535","hsa:2990","hsa:10941","hsa","00040","3.2.1.31"
"536","hsa:2990","hsa:54490","hsa","00040","3.2.1.31"
"537","hsa:2990","hsa:54575","hsa","00040","3.2.1.31"
"538","hsa:2990","hsa:54576","hsa","00040","3.2.1.31"
"539","hsa:2990","hsa:54577","hsa","00040","3.2.1.31"
"540","hsa:2990","hsa:54578","hsa","00040","3.2.1.31"
"541","hsa:2990","hsa:54579","hsa","00040","3.2.1.31"
"542","hsa:2990","hsa:54600","hsa","00040","3.2.1.31"
"543","hsa:2990","hsa:54657","hsa","00040","3.2.1.31"
"544","hsa:2990","hsa:54658","hsa","00040","3.2.1.31"
"545","hsa:2990","hsa:54659","hsa","00040","3.2.1.31"
"546","hsa:2990","hsa:574537","hsa","00040","3.2.1.31"
"547","hsa:2990","hsa:7363","hsa","00040","3.2.1.31"
"548","hsa:2990","hsa:7364","hsa","00040","3.2.1.31"
"549","hsa:2990","hsa:7365","hsa","00040","3.2.1.31"
"550","hsa:2990","hsa:7366","hsa","00040","3.2.1.31"
"551","hsa:2990","hsa:7367","hsa","00040","3.2.1.31"
"552","hsa:2990","hsa:79799","hsa","00040","3.2.1.31"
"553","hsa:2990","hsa:10327","hsa","00040","3.2.1.31"
"554","hsa:9365","hsa:10720","hsa","00040","3.2.1.31"
"555","hsa:9365","hsa:10941","hsa","00040","3.2.1.31"
"556","hsa:9365","hsa:54490","hsa","00040","3.2.1.31"
"557","hsa:9365","hsa:54575","hsa","00040","3.2.1.31"
"558","hsa:9365","hsa:54576","hsa","00040","3.2.1.31"
"559","hsa:9365","hsa:54577","hsa","00040","3.2.1.31"
"560","hsa:9365","hsa:54578","hsa","00040","3.2.1.31"
"561","hsa:9365","hsa:54579","hsa","00040","3.2.1.31"
"562","hsa:9365","hsa:54600","hsa","00040","5.1.3.1"
"563","hsa:9365","hsa:54657","hsa","00040","5.1.3.1"
"564","hsa:9365","hsa:54658","hsa","00040","1.1.1.21"
"565","hsa:9365","hsa:54659","hsa","00040","1.1.1.21"
"566","hsa:9365","hsa:574537","hsa","00040","1.1.1.10"
"567","hsa:9365","hsa:7363","hsa","00040","1.1.1.10"
"568","hsa:9365","hsa:7364","hsa","00040","2.7.7.9"
"569","hsa:9365","hsa:7365","hsa","00040","2.4.1.17"
"570","hsa:9365","hsa:7366","hsa","00040","2.4.1.17"
"571","hsa:9365","hsa:7367","hsa","00040","2.4.1.17"
"572","hsa:9365","hsa:79799","hsa","00040","2.4.1.17"
"573","hsa:9365","hsa:10327","hsa","00040","2.4.1.17"
"574","hsa:6120","hsa:9942","hsa","00040","2.4.1.17"
"575","hsa:729020","hsa:9942","hsa","00040","2.4.1.17"
"576","hsa:231","hsa:6652","hsa","00040","2.4.1.17"
"577","hsa:57016","hsa:6652","hsa","00040","2.4.1.17"
"578","hsa:51181","hsa:231","hsa","00040","2.4.1.17"
"579","hsa:51181","hsa:57016","hsa","00040","2.4.1.17"
"580","hsa:7360","hsa:7358","hsa","00040","2.4.1.17"
"581","hsa:10720","hsa:7358","hsa","00040","2.4.1.17"
"582","hsa:10941","hsa:7358","hsa","00040","2.4.1.17"
"583","hsa:54490","hsa:7358","hsa","00040","2.4.1.17"
"584","hsa:54575","hsa:7358","hsa","00040","2.4.1.17"
"585","hsa:54576","hsa:7358","hsa","00040","2.4.1.17"
"586","hsa:54577","hsa:7358","hsa","00040","2.4.1.17"
"587","hsa:54578","hsa:7358","hsa","00040","2.4.1.17"
"588","hsa:54579","hsa:7358","hsa","00040","1.3.1.20 / 1.1.1.179"
"589","hsa:54600","hsa:7358","hsa","00040","1.1.1.14"
"590","hsa:54657","hsa:7358","hsa","00040","1.1.1.2"
"591","hsa:54658","hsa:7358","hsa","00040","1.1.1.21"
"592","hsa:54659","hsa:7358","hsa","00040","1.1.1.21"
"593","hsa:574537","hsa:7358","hsa","00040","1.1.1.14"
"594","hsa:7363","hsa:7358","hsa","00040","1.1.1.14"
"595","hsa:7364","hsa:7358","hsa","00040","1.1.1.14"
"596","hsa:7365","hsa:7358","hsa","00040","1.1.1.14"
"597","hsa:7366","hsa:7358","hsa","00040","1.1.1.14"
"598","hsa:7367","hsa:7358","hsa","00040","2.7.1.3"
"599","hsa:79799","hsa:7358","hsa","00040","2.7.1.3"
"600","hsa:27294","hsa:231","hsa","00040","2.7.1.3"
"601","hsa:27294","hsa:57016","hsa","00040","2.7.1.3"
"602","hsa:6652","hsa:51181","hsa","00040","2.7.1.3"
"603","hsa:10327","hsa:51084","hsa","00040","2.7.1.3"
"604","hsa:231","hsa:6652","hsa","00051","2.7.1.3"
"605","hsa:57016","hsa:6652","hsa","00051","2.7.1.1"
"606","hsa:6652","hsa:3795","hsa","00051","2.7.1.1"
"607","hsa:6652","hsa:3098","hsa","00051","2.7.1.1"
"608","hsa:6652","hsa:3099","hsa","00051","2.7.1.1"
"609","hsa:6652","hsa:3101","hsa","00051","2.7.1.1"
"610","hsa:6652","hsa:80201","hsa","00051","2.7.1.1"
"611","hsa:3795","hsa:3098","hsa","00051","2.7.1.1"
"612","hsa:3795","hsa:3099","hsa","00051","2.7.1.1"
"613","hsa:3795","hsa:3101","hsa","00051","2.7.1.1"
"614","hsa:3795","hsa:80201","hsa","00051","2.7.1.1"
"615","hsa:3795","hsa:226","hsa","00051","2.7.1.1"
"616","hsa:3795","hsa:229","hsa","00051","2.7.1.1"
"617","hsa:3795","hsa:230","hsa","00051","2.7.1.1"
"618","hsa:3098","hsa:5207","hsa","00051","2.7.1.1"
"619","hsa:3098","hsa:5208","hsa","00051","2.7.1.1"
"620","hsa:3098","hsa:5209","hsa","00051","2.7.1.1"
"621","hsa:3098","hsa:5210","hsa","00051","2.7.1.1"
"622","hsa:3098","hsa:57103","hsa","00051","2.7.1.1"
"623","hsa:3098","hsa:5211","hsa","00051","2.7.1.1"
"624","hsa:3098","hsa:5213","hsa","00051","2.7.1.1"
"625","hsa:3098","hsa:5214","hsa","00051","2.7.1.1"
"626","hsa:3098","hsa:2203","hsa","00051","2.7.1.1"
"627","hsa:3098","hsa:8789","hsa","00051","2.7.1.1"
"628","hsa:3098","hsa:4351","hsa","00051","2.7.1.1"
"629","hsa:3098","hsa:5372","hsa","00051","2.7.1.1"
"630","hsa:3098","hsa:5373","hsa","00051","2.7.1.1"
"631","hsa:3099","hsa:5207","hsa","00051","2.7.1.1"
"632","hsa:3099","hsa:5208","hsa","00051","2.7.1.1"
"633","hsa:3099","hsa:5209","hsa","00051","2.7.1.1"
"634","hsa:3099","hsa:5210","hsa","00051","2.7.1.1"
"635","hsa:3099","hsa:57103","hsa","00051","2.7.1.1"
"636","hsa:3099","hsa:5211","hsa","00051","2.7.1.1"
"637","hsa:3099","hsa:5213","hsa","00051","2.7.1.1"
"638","hsa:3099","hsa:5214","hsa","00051","2.7.1.1"
"639","hsa:3099","hsa:2203","hsa","00051","2.7.1.1"
"640","hsa:3099","hsa:8789","hsa","00051","2.7.1.1"
"641","hsa:3099","hsa:4351","hsa","00051","2.7.1.1"
"642","hsa:3099","hsa:5372","hsa","00051","2.7.1.1"
"643","hsa:3099","hsa:5373","hsa","00051","2.7.1.1"
"644","hsa:3101","hsa:5207","hsa","00051","2.7.1.1"
"645","hsa:3101","hsa:5208","hsa","00051","2.7.1.1"
"646","hsa:3101","hsa:5209","hsa","00051","2.7.1.1"
"647","hsa:3101","hsa:5210","hsa","00051","2.7.1.1"
"648","hsa:3101","hsa:57103","hsa","00051","2.7.1.1"
"649","hsa:3101","hsa:5211","hsa","00051","2.7.1.1"
"650","hsa:3101","hsa:5213","hsa","00051","2.7.1.1"
"651","hsa:3101","hsa:5214","hsa","00051","2.7.1.1"
"652","hsa:3101","hsa:2203","hsa","00051","2.7.1.1"
"653","hsa:3101","hsa:8789","hsa","00051","2.7.1.1"
"654","hsa:3101","hsa:4351","hsa","00051","2.7.1.1"
"655","hsa:3101","hsa:5372","hsa","00051","2.7.1.1"
"656","hsa:3101","hsa:5373","hsa","00051","2.7.1.1"
"657","hsa:80201","hsa:5207","hsa","00051","2.7.1.105 / 3.1.3.46"
"658","hsa:80201","hsa:5208","hsa","00051","2.7.1.105 / 3.1.3.46"
"659","hsa:80201","hsa:5209","hsa","00051","2.7.1.105 / 3.1.3.46"
"660","hsa:80201","hsa:5210","hsa","00051","2.7.1.105 / 3.1.3.46"
"661","hsa:80201","hsa:57103","hsa","00051","2.7.1.105 / 3.1.3.46"
"662","hsa:80201","hsa:5211","hsa","00051","2.7.1.105 / 3.1.3.46"
"663","hsa:80201","hsa:5213","hsa","00051","2.7.1.105 / 3.1.3.46"
"664","hsa:80201","hsa:5214","hsa","00051","2.7.1.105 / 3.1.3.46"
"665","hsa:80201","hsa:2203","hsa","00051","2.7.1.105 / 3.1.3.46"
"666","hsa:80201","hsa:8789","hsa","00051","2.7.1.105 / 3.1.3.46"
"667","hsa:80201","hsa:4351","hsa","00051","2.7.1.105 / 3.1.3.46"
"668","hsa:80201","hsa:5372","hsa","00051","2.7.1.105 / 3.1.3.46"
"669","hsa:80201","hsa:5373","hsa","00051","2.7.1.105 / 3.1.3.46"
"670","hsa:5207","hsa:5211","hsa","00051","2.7.1.105 / 3.1.3.46"
"671","hsa:5207","hsa:5213","hsa","00051","2.7.1.105 / 3.1.3.46"
"672","hsa:5207","hsa:5214","hsa","00051","2.7.1.105 / 3.1.3.46"
"673","hsa:5207","hsa:2203","hsa","00051","2.7.1.105 / 3.1.3.46"
"674","hsa:5207","hsa:8789","hsa","00051","2.7.1.105 / 3.1.3.46"
"675","hsa:5207","hsa:4351","hsa","00051","2.7.1.105 / 3.1.3.46"
"676","hsa:5208","hsa:5211","hsa","00051","2.7.1.105 / 3.1.3.46"
"677","hsa:5208","hsa:5213","hsa","00051","2.7.1.105 / 3.1.3.46"
"678","hsa:5208","hsa:5214","hsa","00051","2.7.1.105 / 3.1.3.46"
"679","hsa:5208","hsa:2203","hsa","00051","2.7.1.105 / 3.1.3.46"
"680","hsa:5208","hsa:8789","hsa","00051","2.7.1.105 / 3.1.3.46"
"681","hsa:5208","hsa:4351","hsa","00051","3.1.3.46"
"682","hsa:5209","hsa:5211","hsa","00051","3.1.3.46"
"683","hsa:5209","hsa:5213","hsa","00051","3.1.3.46"
"684","hsa:5209","hsa:5214","hsa","00051","3.1.3.46"
"685","hsa:5209","hsa:2203","hsa","00051","3.1.3.46"
"686","hsa:5209","hsa:8789","hsa","00051","3.1.3.46"
"687","hsa:5209","hsa:4351","hsa","00051","5.3.1.8"
"688","hsa:5210","hsa:5211","hsa","00051","5.3.1.8"
"689","hsa:5210","hsa:5213","hsa","00051","5.3.1.8"
"690","hsa:5210","hsa:5214","hsa","00051","5.3.1.8"
"691","hsa:5210","hsa:2203","hsa","00051","5.3.1.8"
"692","hsa:5210","hsa:8789","hsa","00051","5.3.1.8"
"693","hsa:5210","hsa:4351","hsa","00051","5.4.2.8"
"694","hsa:57103","hsa:5211","hsa","00051","5.4.2.8"
"695","hsa:57103","hsa:5213","hsa","00051","5.4.2.8"
"696","hsa:57103","hsa:5214","hsa","00051","5.4.2.8"
"697","hsa:57103","hsa:2203","hsa","00051","2.7.7.30"
"698","hsa:57103","hsa:8789","hsa","00051","2.7.7.30"
"699","hsa:57103","hsa:4351","hsa","00051","1.1.1.271"
"700","hsa:4351","hsa:5211","hsa","00051","4.2.1.47"
"701","hsa:4351","hsa:5213","hsa","00051","4.2.1.47"
"702","hsa:4351","hsa:5214","hsa","00051","2.7.1.11"
"703","hsa:4351","hsa:2203","hsa","00051","2.7.1.11"
"704","hsa:4351","hsa:8789","hsa","00051","2.7.1.11"
"705","hsa:4351","hsa:5372","hsa","00051","2.7.1.11"
"706","hsa:4351","hsa:5373","hsa","00051","2.7.1.11"
"707","hsa:5372","hsa:29925","hsa","00051","2.7.1.11"
"708","hsa:5372","hsa:29926","hsa","00051","2.7.1.11"
"709","hsa:5373","hsa:29925","hsa","00051","2.7.1.11"
"710","hsa:5373","hsa:29926","hsa","00051","2.7.1.11"
"711","hsa:8790","hsa:7264","hsa","00051","5.3.1.1"
"712","hsa:8790","hsa:197258","hsa","00051","5.3.1.1"
"713","hsa:7264","hsa:2762","hsa","00051","5.3.1.1"
"714","hsa:2762","hsa:29925","hsa","00051","5.3.1.1"
"715","hsa:2762","hsa:29926","hsa","00051","4.1.2.13"
"716","hsa:5211","hsa:226","hsa","00051","4.1.2.13"
"717","hsa:5211","hsa:229","hsa","00051","4.1.2.13"
"718","hsa:5211","hsa:230","hsa","00051","4.1.2.13"
"719","hsa:5213","hsa:226","hsa","00051","4.1.2.13"
"720","hsa:5213","hsa:229","hsa","00051","4.1.2.13"
"721","hsa:5213","hsa:230","hsa","00051","4.1.2.13"
"722","hsa:5214","hsa:226","hsa","00051","4.1.2.13"
"723","hsa:5214","hsa:229","hsa","00051","4.1.2.13"
"724","hsa:5214","hsa:230","hsa","00051","2.7.1.28 / 2.7.1.29 / 4.6.1.15"
"725","hsa:7167","hsa:226","hsa","00051","2.7.1.28 / 2.7.1.29 / 4.6.1.15"
"726","hsa:7167","hsa:229","hsa","00051","2.7.1.28 / 2.7.1.29 / 4.6.1.15"
"727","hsa:7167","hsa:230","hsa","00051","3.2.1.22"
"728","hsa:7167","hsa:26007","hsa","00051","3.2.1.22"
"729","hsa:226","hsa:2203","hsa","00051","3.2.1.22"
"730","hsa:226","hsa:8789","hsa","00051","3.2.1.22"
"731","hsa:226","hsa:26007","hsa","00051","3.2.1.22"
"732","hsa:229","hsa:2203","hsa","00051","3.2.1.22"
"733","hsa:229","hsa:8789","hsa","00051","3.2.1.22"
"734","hsa:229","hsa:26007","hsa","00051","3.2.1.22"
"735","hsa:230","hsa:2203","hsa","00051","1.1.1.21"
"736","hsa:230","hsa:8789","hsa","00051","1.1.1.21"
"737","hsa:230","hsa:26007","hsa","00051","1.1.1.21"
"738","hsa:26007","hsa:226","hsa","00051","1.1.1.21"
"739","hsa:26007","hsa:229","hsa","00051","1.1.1.21"
"740","hsa:26007","hsa:230","hsa","00051","1.1.1.21"
"741","hsa:2717","hsa:3938","hsa","00052","2.7.1.2"
"742","hsa:2717","hsa:2717","hsa","00052","2.7.1.2"
"743","hsa:2717","hsa:2720","hsa","00052","2.7.1.2"
"744","hsa:2717","hsa:2548","hsa","00052","2.7.1.2"
"745","hsa:2717","hsa:2595","hsa","00052","2.7.1.1"
"746","hsa:2717","hsa:8972","hsa","00052","2.7.1.1"
"747","hsa:2717","hsa:93432","hsa","00052","2.7.1.1"
"748","hsa:2717","hsa:6476","hsa","00052","2.7.1.1"
"749","hsa:231","hsa:2720","hsa","00052","2.7.1.1"
"750","hsa:231","hsa:3938","hsa","00052","2.7.1.1"
"751","hsa:231","hsa:2717","hsa","00052","2.7.1.1"
"752","hsa:57016","hsa:2720","hsa","00052","2.7.1.1"
"753","hsa:57016","hsa:3938","hsa","00052","2.7.1.1"
"754","hsa:57016","hsa:2717","hsa","00052","2.7.1.1"
"755","hsa:2645","hsa:3938","hsa","00052","2.7.1.1"
"756","hsa:2645","hsa:2720","hsa","00052","2.7.1.1"
"757","hsa:2645","hsa:5236","hsa","00052","2.7.1.1"
"758","hsa:2645","hsa:55276","hsa","00052","2.7.1.1"
"759","hsa:3098","hsa:3938","hsa","00052","2.7.1.1"
"760","hsa:3098","hsa:2720","hsa","00052","2.7.1.1"
"761","hsa:3098","hsa:5236","hsa","00052","3.2.1.108 / 3.2.1.62"
"762","hsa:3098","hsa:55276","hsa","00052","3.2.1.108 / 3.2.1.62"
"763","hsa:3099","hsa:3938","hsa","00052","3.2.1.108 / 3.2.1.62"
"764","hsa:3099","hsa:2720","hsa","00052","3.2.1.108 / 3.2.1.62"
"765","hsa:3099","hsa:5236","hsa","00052","3.2.1.108 / 3.2.1.62"
"766","hsa:3099","hsa:55276","hsa","00052","3.2.1.108 / 3.2.1.62"
"767","hsa:3101","hsa:3938","hsa","00052","3.2.1.23"
"768","hsa:3101","hsa:2720","hsa","00052","3.2.1.23"
"769","hsa:3101","hsa:5236","hsa","00052","3.2.1.23"
"770","hsa:3101","hsa:55276","hsa","00052","3.2.1.23"
"771","hsa:80201","hsa:3938","hsa","00052","3.2.1.23"
"772","hsa:80201","hsa:2720","hsa","00052","3.2.1.23"
"773","hsa:80201","hsa:5236","hsa","00052","5.4.2.2"
"774","hsa:80201","hsa:55276","hsa","00052","5.4.2.2 / 5.4.2.7"
"775","hsa:3938","hsa:2538","hsa","00052","2.4.1.22 / 2.4.1.90 / 2.4.1.38 /  2.4.1.-"
"776","hsa:3938","hsa:57818","hsa","00052","2.4.1.22 / 2.4.1.90 / 2.4.1.38 /  2.4.1.-"
"777","hsa:3938","hsa:92579","hsa","00052","2.4.1.22"
"778","hsa:3938","hsa:2683","hsa","00052","2.4.1.22"
"779","hsa:3938","hsa:3906","hsa","00052","2.4.1.22 / 2.4.1.90 / 2.4.1.38 /  2.4.1.-"
"780","hsa:3938","hsa:8704","hsa","00052","2.4.1.22 / 2.4.1.90 / 2.4.1.38 /  2.4.1.-"
"781","hsa:2720","hsa:2538","hsa","00052","5.1.3.2"
"782","hsa:2720","hsa:57818","hsa","00052","5.1.3.2"
"783","hsa:2720","hsa:92579","hsa","00052","2.7.7.9"
"784","hsa:2720","hsa:2683","hsa","00052","2.7.7.12"
"785","hsa:2720","hsa:3906","hsa","00052","3.1.3.9"
"786","hsa:2720","hsa:8704","hsa","00052","3.1.3.9"
"787","hsa:5236","hsa:7360","hsa","00052","3.1.3.9"
"788","hsa:55276","hsa:7360","hsa","00052","3.1.3.9"
"789","hsa:2683","hsa:2592","hsa","00052","3.1.3.9"
"790","hsa:2683","hsa:2582","hsa","00052","5.1.3.3"
"791","hsa:3906","hsa:2592","hsa","00052","5.1.3.3"
"792","hsa:3906","hsa:2582","hsa","00052","5.1.3.3"
"793","hsa:8704","hsa:2592","hsa","00052","5.1.3.3"
"794","hsa:8704","hsa:2582","hsa","00052","5.1.3.3"
"795","hsa:2582","hsa:7360","hsa","00052","5.1.3.3"
"796","hsa:2582","hsa:2592","hsa","00052","1.13.99.1"
"797","hsa:7360","hsa:2592","hsa","00052","1.13.99.1"
"798","hsa:2592","hsa:2584","hsa","00052","1.13.99.1"
"799","hsa:2538","hsa:5236","hsa","00052","1.13.99.1"
"800","hsa:2538","hsa:55276","hsa","00052","1.13.99.1"
"801","hsa:57818","hsa:5236","hsa","00052","1.13.99.1"
"802","hsa:57818","hsa:55276","hsa","00052","1.13.99.1"
"803","hsa:92579","hsa:5236","hsa","00052","1.13.99.1"
"804","hsa:92579","hsa:55276","hsa","00052","1.13.99.1"
"805","hsa:130589","hsa:2584","hsa","00052","1.13.99.1"
"806","hsa:130589","hsa:2720","hsa","00052","1.13.99.1"
"807","hsa:130589","hsa:3938","hsa","00052","1.13.99.1"
"808","hsa:130589","hsa:2717","hsa","00052","1.13.99.1"
"809","hsa:130589","hsa:231","hsa","00052","1.13.99.1"
"810","hsa:130589","hsa:57016","hsa","00052","1.13.99.1"
"811","hsa:55586","hsa:10720","hsa","00053","1.13.99.1"
"812","hsa:55586","hsa:10941","hsa","00053","1.13.99.1"
"813","hsa:55586","hsa:54490","hsa","00053","1.13.99.1"
"814","hsa:55586","hsa:54575","hsa","00053","1.13.99.1"
"815","hsa:55586","hsa:54576","hsa","00053","1.1.1.22"
"816","hsa:55586","hsa:54577","hsa","00053","1.1.1.22"
"817","hsa:55586","hsa:54578","hsa","00053","1.1.1.22"
"818","hsa:55586","hsa:54579","hsa","00053","1.1.1.22"
"819","hsa:55586","hsa:54600","hsa","00053","1.1.1.22"
