"org","ensemblID","entrezGeneID","entrezGeneAccession"
"mmu","ENSMUSG00000036333",77480,"Kidins220"
"mmu","ENSMUSG00000036353",70839,"P2ry12"
"mmu","ENSMUSG00000036356",234356,"Csgalnact1"
"mmu","ENSMUSG00000036362",74191,"P2ry13"
"mmu","ENSMUSG00000036381",140795,"P2ry14"
"mmu","ENSMUSG00000036390",13197,"Gadd45a"
"mmu","ENSMUSG00000036391",77371,"Sec24a"
"mmu","ENSMUSG00000036411",68283,"9530077C05Rik"
"mmu","ENSMUSG00000036422",18530,"Pcdh8"
"mmu","ENSMUSG00000036427",14751,"Gpi1"
"mmu","ENSMUSG00000036432",20439,"Siah2"
"mmu","ENSMUSG00000036437",18166,"Npy1r"
"mmu","ENSMUSG00000036442",59016,"Thap11"
"mmu","ENSMUSG00000036446",17022,"Lum"
"mmu","ENSMUSG00000036450",319594,"Hif1an"
"mmu","ENSMUSG00000036452",71302,"Arhgap26"
"mmu","ENSMUSG00000036459",101543,"Wtip"
"mmu","ENSMUSG00000036461",13709,"Elf1"
"mmu","ENSMUSG00000036466",214058,"Megf11"
"mmu","ENSMUSG00000036469",72925,"Marchf1"
"mmu","ENSMUSG00000036480",69453,"Prss56"
"mmu","ENSMUSG00000036500",11648,"Akp3"
"mmu","ENSMUSG00000036501",225358,"Fam13b"
"mmu","ENSMUSG00000036504",75454,"Phpt1"
"mmu","ENSMUSG00000036510",12564,"Cdh8"
"mmu","ENSMUSG00000036523",268527,"Greb1"
"mmu","ENSMUSG00000036526",108723,"Card11"
"mmu","ENSMUSG00000036529",77980,"Sbf1"
"mmu","ENSMUSG00000036545",216725,"Adamts2"
"mmu","ENSMUSG00000036555",74239,"Iqce"
"mmu","ENSMUSG00000036560",243914,"Lgi4"
"mmu","ENSMUSG00000036561",71474,"Ppp6r2"
"mmu","ENSMUSG00000036564",234593,"Ndrg4"
"mmu","ENSMUSG00000036568",210982,"Bicral"
"mmu","ENSMUSG00000036570",56188,"Fxyd1"
"mmu","ENSMUSG00000036580",229285,"Spg20"
"mmu","ENSMUSG00000036585",14164,"Fgf1"
"mmu","ENSMUSG00000036587",14347,"Fut7"
"mmu","ENSMUSG00000036594",14960,"H2-Aa"
"mmu","ENSMUSG00000036602",216285,"Alx1"
"mmu","ENSMUSG00000036606",140570,"Plxnb2"
"mmu","ENSMUSG00000036617",208618,"Etl4"
"mmu","ENSMUSG00000036620",103534,"Mgat4b"
"mmu","ENSMUSG00000036622",74772,"Atp13a2"
"mmu","ENSMUSG00000036632",66248,"Alg5"
"mmu","ENSMUSG00000036634",17136,"Mag"
"mmu","ENSMUSG00000036636",26373,"Clcn7"
"mmu","ENSMUSG00000036639",17766,"Nudt1"
"mmu","ENSMUSG00000036676",237500,"Tmtc3"
"mmu","ENSMUSG00000036678",223921,"Aaas"
"mmu","ENSMUSG00000036686",212139,"Cc2d1a"
"mmu","ENSMUSG00000036698",239528,"Ago2"
"mmu","ENSMUSG00000036712",74256,"Cyld"
"mmu","ENSMUSG00000036737",108737,"Oxsr1"
"mmu","ENSMUSG00000036760",223604,"Kcnk9"
"mmu","ENSMUSG00000036766",227325,"Dner"
"mmu","ENSMUSG00000036769",72404,"Wdr44"
"mmu","ENSMUSG00000036781",67941,"Rps27l"
"mmu","ENSMUSG00000036792",109241,"Mbd5"
"mmu","ENSMUSG00000036805",241275,"Noxa1"
"mmu","ENSMUSG00000036816",53404,"Atoh7"
"mmu","ENSMUSG00000036817",77053,"Sun1"
"mmu","ENSMUSG00000036832",65086,"Lpar3"
"mmu","ENSMUSG00000036835",66340,"Psenen"
"mmu","ENSMUSG00000036840",20437,"Siah1a"
"mmu","ENSMUSG00000036850",107733,"Mrpl41"
"mmu","ENSMUSG00000036853",171166,"Mcoln3"
"mmu","ENSMUSG00000036855",225152,"Gjd4"
"mmu","ENSMUSG00000036856",22417,"Wnt4"
"mmu","ENSMUSG00000036858",19208,"Ptcra"
"mmu","ENSMUSG00000036862",233651,"Dchs1"
"mmu","ENSMUSG00000036867",17130,"Smad6"
"mmu","ENSMUSG00000036875",327762,"Dna2"
"mmu","ENSMUSG00000036882",233071,"Arhgap33"
"mmu","ENSMUSG00000036885",622434,"Arhgef26"
"mmu","ENSMUSG00000036887",12259,"C1qa"
"mmu","ENSMUSG00000036893",77683,"Ehmt1"
"mmu","ENSMUSG00000036898",72154,"Zfp157"
"mmu","ENSMUSG00000036899",194352,"Trpv5"
"mmu","ENSMUSG00000036904",14370,"Fzd8"
"mmu","ENSMUSG00000036908",54445,"Unc93b1"
"mmu","ENSMUSG00000036912",330890,"Piwil4"
"mmu","ENSMUSG00000036918",225049,"Ttc7"
"mmu","ENSMUSG00000036928",50878,"Stag3"
"mmu","ENSMUSG00000036931",243910,"Nfkbid"
"mmu","ENSMUSG00000036932",26926,"Aifm1"
"mmu","ENSMUSG00000036940",99982,"Kdm1a"
"mmu","ENSMUSG00000036941",114615,"Elac1"
"mmu","ENSMUSG00000036943",235442,"Rab8b"
"mmu","ENSMUSG00000036955",72320,"Kifbp"
"mmu","ENSMUSG00000036960",229933,"Clca2"
"mmu","ENSMUSG00000036968",66455,"Cnpy4"
"mmu","ENSMUSG00000036972",22774,"Zic4"
"mmu","ENSMUSG00000036980",21343,"Taf6"
"mmu","ENSMUSG00000036983",224481,"Tfb1m"
"mmu","ENSMUSG00000036986",18854,"Pml"
"mmu","ENSMUSG00000036989",55992,"Trim3"
"mmu","ENSMUSG00000037003",209039,"Tns2"
"mmu","ENSMUSG00000037010",30878,"Apln"
"mmu","ENSMUSG00000037012",15275,"Hk1"
"mmu","ENSMUSG00000037013",268996,"Ss18"
"mmu","ENSMUSG00000037014",20608,"Sstr4"
"mmu","ENSMUSG00000037016",242022,"Frem2"
"mmu","ENSMUSG00000037017",22697,"Zscan21"
"mmu","ENSMUSG00000037025",15376,"Foxa2"
"mmu","ENSMUSG00000037032",11785,"Apbb1"
"mmu","ENSMUSG00000037034",18503,"Pax1"
"mmu","ENSMUSG00000037035",16324,"Inhbb"
"mmu","ENSMUSG00000037049",20597,"Smpd1"
"mmu","ENSMUSG00000037053",12007,"Azgp1"
"mmu","ENSMUSG00000037058",67869,"Paip2"
"mmu","ENSMUSG00000037060",109042,"Cavin3"
"mmu","ENSMUSG00000037062",54673,"Sh3glb1"
"mmu","ENSMUSG00000037071",20249,"Scd1"
"mmu","ENSMUSG00000037072",93684,"Selenof"
"mmu","ENSMUSG00000037104",56468,"Socs5"
"mmu","ENSMUSG00000037110",241694,"Ralgapa2"
"mmu","ENSMUSG00000037111",73251,"Setd7"
"mmu","ENSMUSG00000037112",235344,"Sik2"
"mmu","ENSMUSG00000037119",210998,"Fam91a1"
"mmu","ENSMUSG00000037129",214531,"Tmprss13"
"mmu","ENSMUSG00000037138",16764,"Aff3"
"mmu","ENSMUSG00000037148",78514,"Arhgap10"
"mmu","ENSMUSG00000037157",230828,"Il22ra1"
"mmu","ENSMUSG00000037169",18109,"Mycn"
"mmu","ENSMUSG00000037171",18119,"Nodal"
"mmu","ENSMUSG00000037188",230824,"Grhl3"
"mmu","ENSMUSG00000037202",18646,"Prf1"
"mmu","ENSMUSG00000037211",24063,"Spry1"
"mmu","ENSMUSG00000037217",20964,"Syn1"
"mmu","ENSMUSG00000037221",68929,"Mospd3"
"mmu","ENSMUSG00000037224",231125,"Zfyve28"
"mmu","ENSMUSG00000037225",14173,"Fgf2"
"mmu","ENSMUSG00000037236",17184,"Matr3"
"mmu","ENSMUSG00000037242",29876,"Clic4"
"mmu","ENSMUSG00000037251",74653,"Pomk"
"mmu","ENSMUSG00000037253",240396,"Mex3c"
"mmu","ENSMUSG00000037270",229227,"4932438A13Rik"
"mmu","ENSMUSG00000037279",107586,"Ovol2"
"mmu","ENSMUSG00000037286",20842,"Stag1"
"mmu","ENSMUSG00000037295",100017,"Ldlrap1"
"mmu","ENSMUSG00000037296",67207,"Lsm1"
"mmu","ENSMUSG00000037313",21335,"Tacc3"
"mmu","ENSMUSG00000037315",382207,"Jade3"
"mmu","ENSMUSG00000037316",67384,"Bag4"
"mmu","ENSMUSG00000037318",215243,"Traf3ip3"
"mmu","ENSMUSG00000037321",21354,"Tap1"
"mmu","ENSMUSG00000037325",71492,"Bbs7"
"mmu","ENSMUSG00000037335",15110,"Hand1"
"mmu","ENSMUSG00000037337",26411,"Map4k1"
"mmu","ENSMUSG00000037346",225192,"Hrh4"
"mmu","ENSMUSG00000037362",18133,"Ccn3"
"mmu","ENSMUSG00000037364",83701,"Srrt"
"mmu","ENSMUSG00000037366",100163,"Pafah2"
"mmu","ENSMUSG00000037369",22289,"Kdm6a"
"mmu","ENSMUSG00000037370",18605,"Enpp1"
"mmu","ENSMUSG00000037373",13016,"Ctbp1"
"mmu","ENSMUSG00000037375",226861,"Hhat"
"mmu","ENSMUSG00000037379",100689,"Spon2"
"mmu","ENSMUSG00000037386",116838,"Rims2"
"mmu","ENSMUSG00000037393",216749,"Nmur2"
"mmu","ENSMUSG00000037405",15894,"Icam1"
"mmu","ENSMUSG00000037406",330723,"Htra4"
"mmu","ENSMUSG00000037408",94220,"Cnnm4"
"mmu","ENSMUSG00000037410",67016,"Tbc1d2b"
"mmu","ENSMUSG00000037411",18787,"Serpine1"
"mmu","ENSMUSG00000037415",74334,"Ranbp10"
"mmu","ENSMUSG00000037418",24115,"Best1"
"mmu","ENSMUSG00000037426",277854,"Depdc5"
"mmu","ENSMUSG00000037428",381677,"Vgf"
"mmu","ENSMUSG00000037434",22782,"Slc30a1"
"mmu","ENSMUSG00000037440",22361,"Vnn1"
"mmu","ENSMUSG00000037446",22157,"Tulp1"
"mmu","ENSMUSG00000037447",214855,"Arid5a"
"mmu","ENSMUSG00000037458",54375,"Azin1"
"mmu","ENSMUSG00000037465",21847,"Klf10"
"mmu","ENSMUSG00000037474",76843,"Dtl"
"mmu","ENSMUSG00000037477",109575,"Tbx10"
"mmu","ENSMUSG00000037486",75302,"Asxl2"
"mmu","ENSMUSG00000037487",70790,"Ubr5"
"mmu","ENSMUSG00000037493",56506,"Cib2"
"mmu","ENSMUSG00000037499",66208,"Nenf"
"mmu","ENSMUSG00000037509",226970,"Arhgef4"
"mmu","ENSMUSG00000037514",74450,"Pank2"
"mmu","ENSMUSG00000037523",228607,"Mavs"
"mmu","ENSMUSG00000037531",74600,"Mrpl47"
"mmu","ENSMUSG00000037533",192786,"Rapgef6"
"mmu","ENSMUSG00000037541",210274,"Shank2"
"mmu","ENSMUSG00000037544",218977,"Dlgap5"
"mmu","ENSMUSG00000037568",226841,"Vash2"
"mmu","ENSMUSG00000037570",51812,"Mcrs1"
"mmu","ENSMUSG00000037573",22057,"Tob1"
"mmu","ENSMUSG00000037578",329064,"Pkd2l1"
"mmu","ENSMUSG00000037579",16512,"Kcnh3"
"mmu","ENSMUSG00000037583",23957,"Nr0b2"
"mmu","ENSMUSG00000037600",69073,"Kdf1"
"mmu","ENSMUSG00000037601",18102,"Nme1"
"mmu","ENSMUSG00000037605",319387,"Adgrl3"
"mmu","ENSMUSG00000037608",72567,"Bclaf1"
"mmu","ENSMUSG00000037610",72413,"Kcnmb2"
"mmu","ENSMUSG00000037621",71093,"Atoh8"
"mmu","ENSMUSG00000037622",230796,"Wdtc1"
"mmu","ENSMUSG00000037624",16526,"Kcnk2"
"mmu","ENSMUSG00000037625",18417,"Cldn11"
"mmu","ENSMUSG00000037640",22718,"Zfp60"
"mmu","ENSMUSG00000037643",18759,"Prkci"
"mmu","ENSMUSG00000037649",14998,"H2-DMa"
"mmu","ENSMUSG00000037656",20516,"Slc20a2"
"mmu","ENSMUSG00000037660",238057,"Gdf7"
"mmu","ENSMUSG00000037664",12577,"Cdkn1c"
"mmu","ENSMUSG00000037669",68832,"Ldah"
"mmu","ENSMUSG00000037674",319758,"Rfx7"
"mmu","ENSMUSG00000037681",272636,"Esyt3"
"mmu","ENSMUSG00000037685",11980,"Atp8a1"
"mmu","ENSMUSG00000037697",114874,"Ddhd1"
"mmu","ENSMUSG00000037705",21683,"Tecta"
"mmu","ENSMUSG00000037706",12520,"Cd81"
"mmu","ENSMUSG00000037710",52637,"Cisd1"
"mmu","ENSMUSG00000037712",218952,"Fermt2"
"mmu","ENSMUSG00000037716",382077,"Ccdc33"
"mmu","ENSMUSG00000037722",54342,"Gnpnat1"
"mmu","ENSMUSG00000037727",11998,"Avp"
"mmu","ENSMUSG00000037731",230787,"Themis2"
"mmu","ENSMUSG00000037754",228852,"Ppp1r16b"
"mmu","ENSMUSG00000037759",19217,"Ptger2"
"mmu","ENSMUSG00000037771",22348,"Slc32a1"
"mmu","ENSMUSG00000037773",319513,"Pced1a"
"mmu","ENSMUSG00000037780",17194,"Mbl1"
"mmu","ENSMUSG00000037798",11720,"Mat1a"
"mmu","ENSMUSG00000037815",12385,"Ctnna1"
"mmu","ENSMUSG00000037820",21817,"Tgm2"
"mmu","ENSMUSG00000037826",243382,"Ppm1k"
"mmu","ENSMUSG00000037845",382137,"Fdxacb1"
"mmu","ENSMUSG00000037852",12876,"Cpe"
"mmu","ENSMUSG00000037855",216049,"Zfp365"
"mmu","ENSMUSG00000037860",383619,"Aim2"
"mmu","ENSMUSG00000037868",13654,"Egr2"
"mmu","ENSMUSG00000037872",13349,"Ackr1"
"mmu","ENSMUSG00000037876",108829,"Jmjd1c"
"mmu","ENSMUSG00000037890",213081,"Wdr19"
"mmu","ENSMUSG00000037892",73173,"Pcdh18"
"mmu","ENSMUSG00000037894",51788,"H2az1"
"mmu","ENSMUSG00000037896",217864,"Rcor1"
"mmu","ENSMUSG00000037902",19261,"Sirpa"
"mmu","ENSMUSG00000037904",74251,"Ankrd9"
"mmu","ENSMUSG00000037922",242248,"Bank1"
"mmu","ENSMUSG00000037935",57376,"Smarce1"
"mmu","ENSMUSG00000037936",20778,"Scarb1"
"mmu","ENSMUSG00000037940",234515,"Inpp4b"
"mmu","ENSMUSG00000037942",12944,"Crp"
"mmu","ENSMUSG00000037944",12775,"Ccr7"
"mmu","ENSMUSG00000037949",102566,"Ano10"
"mmu","ENSMUSG00000037953",333424,"A4gnt"
"mmu","ENSMUSG00000037958",237859,"Nsrp1"
"mmu","ENSMUSG00000037962",73121,"Rflna"
"mmu","ENSMUSG00000037966",18081,"Ninj1"
"mmu","ENSMUSG00000037974",17833,"Muc5ac"
"mmu","ENSMUSG00000037979",215707,"Ccdc92"
"mmu","ENSMUSG00000037992",19401,"Rara"
"mmu","ENSMUSG00000037994",97086,"Slc9b2"
"mmu","ENSMUSG00000037995",93842,"Igsf9"
"mmu","ENSMUSG00000037996",76376,"Slc24a2"
"mmu","ENSMUSG00000038000",497652,"Acd"
"mmu","ENSMUSG00000038002",57354,"Cramp1l"
"mmu","ENSMUSG00000038015",19119,"Prm2"
"mmu","ENSMUSG00000038020",268480,"Rapgefl1"
"mmu","ENSMUSG00000038024",329877,"Dennd4c"
"mmu","ENSMUSG00000038025",18676,"Phf2"
"mmu","ENSMUSG00000038026",16524,"Kcnj9"
"mmu","ENSMUSG00000038028",319801,"Tigar"
"mmu","ENSMUSG00000038037",12703,"Socs1"
"mmu","ENSMUSG00000038042",218232,"Ptpdc1"
"mmu","ENSMUSG00000038046",67390,"Mrm3"
"mmu","ENSMUSG00000038056",231051,"Kmt2c"
"mmu","ENSMUSG00000038058",107607,"Nod1"
"mmu","ENSMUSG00000038065",68235,"Mturn"
"mmu","ENSMUSG00000038067",12985,"Csf3"
"mmu","ENSMUSG00000038068",218215,"Rnf144b"
"mmu","ENSMUSG00000038071",18169,"Npy6r"
"mmu","ENSMUSG00000038077",16494,"Kcna6"
"mmu","ENSMUSG00000038080",218214,"Kdm1b"
"mmu","ENSMUSG00000038084",74143,"Opa1"
"mmu","ENSMUSG00000038085",70873,"Cnbd2"
"mmu","ENSMUSG00000038086",69253,"Hspb2"
"mmu","ENSMUSG00000038115",243634,"Ano2"
"mmu","ENSMUSG00000038116",228829,"Phf20"
"mmu","ENSMUSG00000038119",57810,"Cdon"
"mmu","ENSMUSG00000038121",108654,"Fam210a"
"mmu","ENSMUSG00000038122",544696,"Tbc1d32"
"mmu","ENSMUSG00000038128",12326,"Camk4"
"mmu","ENSMUSG00000038146",18131,"Notch3"
"mmu","ENSMUSG00000038147",12523,"Cd84"
"mmu","ENSMUSG00000038148",114141,"Cldn16"
"mmu","ENSMUSG00000038151",12142,"Prdm1"
"mmu","ENSMUSG00000038155",14869,"Gstp2"
"mmu","ENSMUSG00000038156",233744,"Spon1"
"mmu","ENSMUSG00000038160",11793,"Atg5"
"mmu","ENSMUSG00000038168",210530,"P3h2"
"mmu","ENSMUSG00000038170",83679,"Pde4dip"
"mmu","ENSMUSG00000038172",69863,"Ttc39b"
"mmu","ENSMUSG00000038175",218203,"Mylip"
"mmu","ENSMUSG00000038179",75345,"Slamf7"
"mmu","ENSMUSG00000038188",380713,"Scarf1"
"mmu","ENSMUSG00000038192",12622,"Cer1"
"mmu","ENSMUSG00000038193",15111,"Hand2"
"mmu","ENSMUSG00000038203",15398,"Hoxa13"
"mmu","ENSMUSG00000038204",117590,"Asb10"
"mmu","ENSMUSG00000038205",108097,"Prkab2"
"mmu","ENSMUSG00000038208",320655,"Pgap3"
"mmu","ENSMUSG00000038209",16429,"Itln1"
"mmu","ENSMUSG00000038209",493583,"Itlnb"
"mmu","ENSMUSG00000038210",15396,"Hoxa11"
"mmu","ENSMUSG00000038216",18948,"Pnmt"
"mmu","ENSMUSG00000038224",18816,"Serpinf2"
"mmu","ENSMUSG00000038225",408022,"Primpol"
"mmu","ENSMUSG00000038227",15405,"Hoxa9"
"mmu","ENSMUSG00000038235",16456,"F11r"
"mmu","ENSMUSG00000038236",15404,"Hoxa7"
"mmu","ENSMUSG00000038239",15464,"Hrc"
"mmu","ENSMUSG00000038240",71365,"Pdss2"
"mmu","ENSMUSG00000038242",71872,"Aox4"
"mmu","ENSMUSG00000038248",109205,"Sobp"
"mmu","ENSMUSG00000038250",74841,"Usp38"
"mmu","ENSMUSG00000038253",15402,"Hoxa5"
"mmu","ENSMUSG00000038255",18013,"Neurod2"
"mmu","ENSMUSG00000038257",110304,"Glra3"
"mmu","ENSMUSG00000038259",14563,"Gdf5"
"mmu","ENSMUSG00000038260",68667,"Trpm4"
"mmu","ENSMUSG00000038264",20361,"Sema7a"
"mmu","ENSMUSG00000038276",171209,"Asic3"
"mmu","ENSMUSG00000038279",110109,"Nop2"
"mmu","ENSMUSG00000038280",14628,"Ostm1"
"mmu","ENSMUSG00000038286",68021,"Bphl"
"mmu","ENSMUSG00000038290",103677,"Smg6"
"mmu","ENSMUSG00000038296",233733,"Galnt18"
"mmu","ENSMUSG00000038298",59020,"Pdzk1"
"mmu","ENSMUSG00000038299",225348,"Wdr36"
"mmu","ENSMUSG00000038300",114640,"Pth2"
"mmu","ENSMUSG00000038301",71982,"Snx10"
"mmu","ENSMUSG00000038304",54215,"Cd160"
"mmu","ENSMUSG00000038319",16511,"Kcnh2"
"mmu","ENSMUSG00000038324",56407,"Trpc4ap"
"mmu","ENSMUSG00000038331",212712,"Satb2"
"mmu","ENSMUSG00000038344",353170,"Txlng"
"mmu","ENSMUSG00000038346",269800,"Zfp384"
"mmu","ENSMUSG00000038349",227120,"Plcl1"
"mmu","ENSMUSG00000038352",217151,"Arl5c"
"mmu","ENSMUSG00000038357",12796,"Camp"
"mmu","ENSMUSG00000038366",16796,"Lasp1"
"mmu","ENSMUSG00000038369",56406,"Ncoa6"
"mmu","ENSMUSG00000038371",319934,"Sbf2"
"mmu","ENSMUSG00000038372",218138,"Gmds"
"mmu","ENSMUSG00000038383",228812,"Pigu"
"mmu","ENSMUSG00000038384",208043,"Setd1b"
"mmu","ENSMUSG00000038387",20130,"Rras"
"mmu","ENSMUSG00000038393",56338,"Txnip"
"mmu","ENSMUSG00000038402",14238,"Foxf2"
"mmu","ENSMUSG00000038403",69585,"Hjv"
"mmu","ENSMUSG00000038415",15220,"Foxq1"
"mmu","ENSMUSG00000038417",103199,"Fig4"
"mmu","ENSMUSG00000038418",13653,"Egr1"
"mmu","ENSMUSG00000038421",98752,"Fcrla"
"mmu","ENSMUSG00000038429",22225,"Usp5"
"mmu","ENSMUSG00000038437",246198,"Mllt6"
"mmu","ENSMUSG00000038451",14794,"Spsb2"
"mmu","ENSMUSG00000038453",56013,"Srcin1"
"mmu","ENSMUSG00000038457",272465,"Tmem255b"
"mmu","ENSMUSG00000038462",66694,"Uqcrfs1"
"mmu","ENSMUSG00000038467",75608,"Chmp4b"
"mmu","ENSMUSG00000038473",70729,"Nos1ap"
"mmu","ENSMUSG00000038482",21781,"Tfdp1"
"mmu","ENSMUSG00000038485",192157,"Socs7"
"mmu","ENSMUSG00000038486",64051,"Sv2a"
"mmu","ENSMUSG00000038495",229603,"Otud7b"
"mmu","ENSMUSG00000038496",80721,"Slc19a3"
"mmu","ENSMUSG00000038498",225865,"Catsper1"
"mmu","ENSMUSG00000038503",67943,"Mesd"
"mmu","ENSMUSG00000038507",243771,"Parp12"
"mmu","ENSMUSG00000038508",23886,"Gdf15"
"mmu","ENSMUSG00000038515",66790,"Grtp1"
"mmu","ENSMUSG00000038517",73174,"Tbkbp1"
"mmu","ENSMUSG00000038518",16468,"Jarid2"
"mmu","ENSMUSG00000038523",75480,"1700003F12Rik"
"mmu","ENSMUSG00000038526",23831,"Car14"
"mmu","ENSMUSG00000038527",232371,"C1rl"
"mmu","ENSMUSG00000038530",19736,"Rgs4"
"mmu","ENSMUSG00000038533",12396,"Cbfa2t2"
"mmu","ENSMUSG00000038537",17201,"Mc3r"
"mmu","ENSMUSG00000038539",107503,"Atf5"
"mmu","ENSMUSG00000038541",94224,"Srd5a2"
"mmu","ENSMUSG00000038545",66515,"Cul7"
"mmu","ENSMUSG00000038546",56705,"Ranbp9"
"mmu","ENSMUSG00000038550",229599,"Ciart"
"mmu","ENSMUSG00000038560",83395,"Sp6"
"mmu","ENSMUSG00000038564",67661,"Ift172"
"mmu","ENSMUSG00000038567",13081,"Cyp24a1"
"mmu","ENSMUSG00000038569",231724,"Rad9b"
"mmu","ENSMUSG00000038580",20287,"Sct"
"mmu","ENSMUSG00000038583",18821,"Pln"
"mmu","ENSMUSG00000038587",83397,"Akap12"
"mmu","ENSMUSG00000038593",654470,"Tctn1"
"mmu","ENSMUSG00000038599",170725,"Capn8"
"mmu","ENSMUSG00000038600",140494,"Atp6v0a4"
"mmu","ENSMUSG00000038612",17210,"Mcl1"
"mmu","ENSMUSG00000038615",18023,"Nfe2l1"
"mmu","ENSMUSG00000038622",69790,"Med30"
"mmu","ENSMUSG00000038633",13244,"Degs1"
"mmu","ENSMUSG00000038642",13040,"Ctss"
"mmu","ENSMUSG00000038644",18971,"Pold1"
"mmu","ENSMUSG00000038648",208647,"Creb3l2"
"mmu","ENSMUSG00000038651",637277,"Sycp2l"
"mmu","ENSMUSG00000038658",226089,"Ric1"
"mmu","ENSMUSG00000038664",235439,"Herc1"
"mmu","ENSMUSG00000038668",14745,"Lpar1"
"mmu","ENSMUSG00000038671",76688,"Arfrp1"
"mmu","ENSMUSG00000038676",22226,"Ucn"
"mmu","ENSMUSG00000038677",268935,"Scube3"
"mmu","ENSMUSG00000038679",83925,"Trps1"
"mmu","ENSMUSG00000038683",68083,"Pak1ip1"
"mmu","ENSMUSG00000038685",269400,"Rtel1"
"mmu","ENSMUSG00000038691",73503,"Mbd3l1"
"mmu","ENSMUSG00000038692",15412,"Hoxb4"
"mmu","ENSMUSG00000038696",227743,"Mapkap1"
"mmu","ENSMUSG00000038700",15413,"Hoxb5"
"mmu","ENSMUSG00000038702",319901,"Dsel"
"mmu","ENSMUSG00000038712",75007,"Mindy1"
"mmu","ENSMUSG00000038717",27425,"Atp5l"
"mmu","ENSMUSG00000038718",18516,"Pbx3"
"mmu","ENSMUSG00000038721",15415,"Hoxb7"
"mmu","ENSMUSG00000038738",243961,"Shank1"
"mmu","ENSMUSG00000038742",70726,"Angptl6"
"mmu","ENSMUSG00000038745",101613,"Nlrp6"
"mmu","ENSMUSG00000038751",20459,"Ptk6"
"mmu","ENSMUSG00000038754",12686,"Elovl3"
"mmu","ENSMUSG00000038760",22045,"Trhr"
"mmu","ENSMUSG00000038763",116904,"Alpk3"
"mmu","ENSMUSG00000038764",545622,"Ptpn3"
"mmu","ENSMUSG00000038765",16917,"Lmx1b"
"mmu","ENSMUSG00000038766",213054,"Gabpb2"
"mmu","ENSMUSG00000038774",77987,"Ascc3"
"mmu","ENSMUSG00000038776",13849,"Ephx1"
"mmu","ENSMUSG00000038777",20360,"Sema6c"
"mmu","ENSMUSG00000038780",75788,"Smurf1"
"mmu","ENSMUSG00000038781",106766,"Stap2"
"mmu","ENSMUSG00000038784",53621,"Cnot4"
"mmu","ENSMUSG00000038793",13590,"Lefty1"
"mmu","ENSMUSG00000038797",22691,"Zscan2"
"mmu","ENSMUSG00000038805",20473,"Six3"
"mmu","ENSMUSG00000038816",54366,"Ctnnal1"
"mmu","ENSMUSG00000038822",209462,"Hace1"
"mmu","ENSMUSG00000038843",14537,"Gcnt1"
"mmu","ENSMUSG00000038844",16558,"Kif16b"
"mmu","ENSMUSG00000038845",18673,"Phb"
"mmu","ENSMUSG00000038855",320404,"Itpkb"
"mmu","ENSMUSG00000038872",11906,"Zfhx3"
"mmu","ENSMUSG00000038880",79044,"Mrps34"
"mmu","ENSMUSG00000038886",140481,"Man2a2"
"mmu","ENSMUSG00000038894",384783,"Irs2"
"mmu","ENSMUSG00000038909",217127,"Kat7"
"mmu","ENSMUSG00000038910",224860,"Plcl2"
"mmu","ENSMUSG00000038914",23856,"Dido1"
"mmu","ENSMUSG00000038943",233406,"Prc1"
"mmu","ENSMUSG00000038954",109115,"Supt3"
"mmu","ENSMUSG00000038965",22195,"Ube2l3"
"mmu","ENSMUSG00000038967",18604,"Pdk2"
"mmu","ENSMUSG00000038970",231876,"Lmtk2"
"mmu","ENSMUSG00000038976",217124,"Ppp1r9b"
"mmu","ENSMUSG00000038982",17828,"Bloc1s5"
"mmu","ENSMUSG00000038991",105245,"Txndc5"
"mmu","ENSMUSG00000039000",100763,"Ube3c"
"mmu","ENSMUSG00000039004",12161,"Bmp6"
"mmu","ENSMUSG00000039005",21898,"Tlr4"
"mmu","ENSMUSG00000039013",233186,"Siglecf"
"mmu","ENSMUSG00000039031",73910,"Arhgap18"
"mmu","ENSMUSG00000039033",75812,"Tasp1"
"mmu","ENSMUSG00000039041",56436,"Adrm1"
"mmu","ENSMUSG00000039055",268465,"Eme1"
"mmu","ENSMUSG00000039059",99296,"Hrh3"
"mmu","ENSMUSG00000039062",16790,"Anpep"
"mmu","ENSMUSG00000039067",17463,"Psmd7"
"mmu","ENSMUSG00000039068",108946,"Zzz3"
"mmu","ENSMUSG00000039084",12643,"Chad"
"mmu","ENSMUSG00000039086",269397,"Ss18l1"
"mmu","ENSMUSG00000039089",237339,"L3mbtl3"
"mmu","ENSMUSG00000039095",13799,"En2"
"mmu","ENSMUSG00000039096",237926,"Rsad1"
"mmu","ENSMUSG00000039097",19773,"Rln1"
"mmu","ENSMUSG00000039106",15563,"Htr5a"
"mmu","ENSMUSG00000039109",74145,"F13a1"
"mmu","ENSMUSG00000039114",68404,"Nrn1"
"mmu","ENSMUSG00000039115",104099,"Itga9"
"mmu","ENSMUSG00000039116",215798,"Adgrg6"
"mmu","ENSMUSG00000039117",228980,"Taf4"
"mmu","ENSMUSG00000039128",98828,"Cdc123"
"mmu","ENSMUSG00000039130",232679,"Zc3hc1"
"mmu","ENSMUSG00000039137",73750,"Whrn"
"mmu","ENSMUSG00000039138",68175,"4930591A17Rik"
"mmu","ENSMUSG00000039153",12393,"Runx2"
"mmu","ENSMUSG00000039156",116873,"Stim2"
