"org","ensemblID","entrezGeneID","entrezGeneAccession"
"hsa","ENSG00000137601",4750,"NEK1"
"hsa","ENSG00000137628",55601,"DDX60"
"hsa","ENSG00000137634",54827,"NXPE4"
"hsa","ENSG00000137642",6653,"SORL1"
"hsa","ENSG00000137648",56649,"TMPRSS4"
"hsa","ENSG00000137656",84811,"BUD13"
"hsa","ENSG00000137672",7225,"TRPC6"
"hsa","ENSG00000137673",4316,"MMP7"
"hsa","ENSG00000137674",9313,"MMP20"
"hsa","ENSG00000137675",64066,"MMP27"
"hsa","ENSG00000137691",85016,"CFAP300"
"hsa","ENSG00000137692",84259,"DCUN1D5"
"hsa","ENSG00000137693",10413,"YAP1"
"hsa","ENSG00000137699",23650,"TRIM29"
"hsa","ENSG00000137707",54766,"BTG4"
"hsa","ENSG00000137709",25833,"POU2F3"
"hsa","ENSG00000137710",5962,"RDX"
"hsa","ENSG00000137713",5519,"PPP2R1B"
"hsa","ENSG00000137714",2230,"FDX1"
"hsa","ENSG00000137720",64776,"C11orf1"
"hsa","ENSG00000137726",53826,"FXYD6"
"hsa","ENSG00000137727",57569,"ARHGAP20"
"hsa","ENSG00000137731",486,"FXYD2"
"hsa","ENSG00000137745",4322,"MMP13"
"hsa","ENSG00000137747",84000,"TMPRSS13"
"hsa","ENSG00000137752",834,"CASP1"
"hsa","ENSG00000137757",838,"CASP5"
"hsa","ENSG00000137760",91801,"ALKBH8"
"hsa","ENSG00000137764",5607,"MAP2K5"
"hsa","ENSG00000137766",440279,"UNC13C"
"hsa","ENSG00000137767",58472,"SQOR"
"hsa","ENSG00000137770",51496,"CTDSPL2"
"hsa","ENSG00000137776",79811,"SLTM"
"hsa","ENSG00000137801",7057,"THBS1"
"hsa","ENSG00000137802",23005,"MAPKBP1"
"hsa","ENSG00000137804",51203,"NUSAP1"
"hsa","ENSG00000137806",51103,"NDUFAF1"
"hsa","ENSG00000137807",9493,"KIF23"
"hsa","ENSG00000137809",22801,"ITGA11"
"hsa","ENSG00000137812",57082,"KNL1"
"hsa","ENSG00000137814",55142,"HAUS2"
"hsa","ENSG00000137815",23168,"RTF1"
"hsa","ENSG00000137817",56965,"PARP6"
"hsa","ENSG00000137818",6176,"RPLP1"
"hsa","ENSG00000137819",54852,"PAQR5"
"hsa","ENSG00000137821",54839,"LRRC49"
"hsa","ENSG00000137822",27229,"TUBGCP4"
"hsa","ENSG00000137824",55177,"RMDN3"
"hsa","ENSG00000137825",3706,"ITPKA"
"hsa","ENSG00000137831",55075,"UACA"
"hsa","ENSG00000137834",4091,"SMAD6"
"hsa","ENSG00000137841",5330,"PLCB2"
"hsa","ENSG00000137842",80021,"TMEM62"
"hsa","ENSG00000137843",56924,"PAK6"
"hsa","ENSG00000137843",106821730,"BUB1B-PAK6"
"hsa","ENSG00000137845",102,"ADAM10"
"hsa","ENSG00000137857",53905,"DUOX1"
"hsa","ENSG00000137860",9153,"SLC28A2"
"hsa","ENSG00000137868",64220,"STRA6"
"hsa","ENSG00000137869",1588,"CYP19A1"
"hsa","ENSG00000137871",54816,"ZNF280D"
"hsa","ENSG00000137872",80031,"SEMA6D"
"hsa","ENSG00000137875",10017,"BCL2L10"
"hsa","ENSG00000137876",51187,"RSL24D1"
"hsa","ENSG00000137877",51332,"SPTBN5"
"hsa","ENSG00000137878",145781,"GCOM1"
"hsa","ENSG00000137880",2644,"GCHFR"
"hsa","ENSG00000137936",8412,"BCAR3"
"hsa","ENSG00000137936",723788,"MIG7"
"hsa","ENSG00000137941",79739,"TTLL7"
"hsa","ENSG00000137942",54874,"FNBP1L"
"hsa","ENSG00000137944",56267,"KYAT3"
"hsa","ENSG00000137947",2959,"GTF2B"
"hsa","ENSG00000137948",676,"BRDT"
"hsa","ENSG00000137955",5876,"RABGGTB"
"hsa","ENSG00000137959",10964,"IFI44L"
"hsa","ENSG00000137960",54810,"GIPC2"
"hsa","ENSG00000137962",9411,"ARHGAP29"
"hsa","ENSG00000137965",10561,"IFI44"
"hsa","ENSG00000137968",204962,"SLC44A5"
"hsa","ENSG00000137975",9635,"CLCA2"
"hsa","ENSG00000137976",58511,"DNASE2B"
"hsa","ENSG00000137992",1629,"DBT"
"hsa","ENSG00000137996",8634,"RTCA"
"hsa","ENSG00000138002",26160,"IFT172"
"hsa","ENSG00000138018",85465,"SELENOI"
"hsa","ENSG00000138028",10669,"CGREF1"
"hsa","ENSG00000138029",3032,"HADHB"
"hsa","ENSG00000138030",3795,"KHK"
"hsa","ENSG00000138031",109,"ADCY3"
"hsa","ENSG00000138032",5495,"PPM1B"
"hsa","ENSG00000138035",87178,"PNPT1"
"hsa","ENSG00000138036",51626,"DYNC2LI1"
"hsa","ENSG00000138039",3973,"LHCGR"
"hsa","ENSG00000138050",80745,"THUMPD2"
"hsa","ENSG00000138061",1545,"CYP1B1"
"hsa","ENSG00000138068",391365,"SULT6B1"
"hsa","ENSG00000138069",5861,"RAB1A"
"hsa","ENSG00000138071",10097,"ACTR2"
"hsa","ENSG00000138073",10113,"PREB"
"hsa","ENSG00000138074",8884,"SLC5A6"
"hsa","ENSG00000138075",64240,"ABCG5"
"hsa","ENSG00000138078",9581,"PREPL"
"hsa","ENSG00000138079",6519,"SLC3A1"
"hsa","ENSG00000138080",11117,"EMILIN1"
"hsa","ENSG00000138081",80204,"FBXO11"
"hsa","ENSG00000138083",6496,"SIX3"
"hsa","ENSG00000138085",51374,"ATRAID"
"hsa","ENSG00000138092",79172,"CENPO"
"hsa","ENSG00000138095",10128,"LRPPRC"
"hsa","ENSG00000138100",57159,"TRIM54"
"hsa","ENSG00000138101",1838,"DTNB"
"hsa","ENSG00000138107",10121,"ACTR1A"
"hsa","ENSG00000138109",1559,"CYP2C9"
"hsa","ENSG00000138111",79847,"MFSD13A"
"hsa","ENSG00000138115",1558,"CYP2C8"
"hsa","ENSG00000138119",26509,"MYOF"
"hsa","ENSG00000138131",84171,"LOXL4"
"hsa","ENSG00000138134",57559,"STAMBPL1"
"hsa","ENSG00000138135",9023,"CH25H"
"hsa","ENSG00000138136",10660,"LBX1"
"hsa","ENSG00000138138",84896,"ATAD1"
"hsa","ENSG00000138152",118663,"BTBD16"
"hsa","ENSG00000138160",3832,"KIF11"
"hsa","ENSG00000138161",50624,"CUZD1"
"hsa","ENSG00000138162",10579,"TACC2"
"hsa","ENSG00000138166",1847,"DUSP5"
"hsa","ENSG00000138172",51063,"CALHM2"
"hsa","ENSG00000138175",403,"ARL3"
"hsa","ENSG00000138180",55165,"CEP55"
"hsa","ENSG00000138182",9585,"KIF20B"
"hsa","ENSG00000138185",953,"ENTPD1"
"hsa","ENSG00000138190",54536,"EXOC6"
"hsa","ENSG00000138193",51196,"PLCE1"
"hsa","ENSG00000138207",5950,"RBP4"
"hsa","ENSG00000138231",51163,"DBR1"
"hsa","ENSG00000138246",23317,"DNAJC13"
"hsa","ENSG00000138271",53836,"GPR87"
"hsa","ENSG00000138279",310,"ANXA7"
"hsa","ENSG00000138286",317662,"FAM149B1"
"hsa","ENSG00000138303",51008,"ASCC1"
"hsa","ENSG00000138308",84647,"PLA2G12B"
"hsa","ENSG00000138311",22891,"ZNF365"
"hsa","ENSG00000138315",170392,"OIT3"
"hsa","ENSG00000138316",140766,"ADAMTS14"
"hsa","ENSG00000138326",6229,"RPS24"
"hsa","ENSG00000138336",80312,"TET1"
"hsa","ENSG00000138346",1763,"DNA2"
"hsa","ENSG00000138347",84665,"MYPN"
"hsa","ENSG00000138356",316,"AOX1"
"hsa","ENSG00000138363",471,"ATIC"
"hsa","ENSG00000138375",50485,"SMARCAL1"
"hsa","ENSG00000138376",580,"BARD1"
"hsa","ENSG00000138378",6775,"STAT4"
"hsa","ENSG00000138379",2660,"MSTN"
"hsa","ENSG00000138380",79800,"CARF"
"hsa","ENSG00000138381",54529,"ASNSD1"
"hsa","ENSG00000138382",29081,"METTL5"
"hsa","ENSG00000138385",6741,"SSB"
"hsa","ENSG00000138386",4664,"NAB1"
"hsa","ENSG00000138395",65061,"CDK15"
"hsa","ENSG00000138398",9360,"PPIG"
"hsa","ENSG00000138399",79675,"FASTKD1"
"hsa","ENSG00000138400",130752,"MDH1B"
"hsa","ENSG00000138411",57520,"HECW2"
"hsa","ENSG00000138413",3417,"IDH1"
"hsa","ENSG00000138430",29789,"OLA1"
"hsa","ENSG00000138433",9541,"CIR1"
"hsa","ENSG00000138434",6744,"ITPRID2"
"hsa","ENSG00000138435",1134,"CHRNA1"
"hsa","ENSG00000138439",150864,"FAM117B"
"hsa","ENSG00000138442",55759,"WDR12"
"hsa","ENSG00000138443",10152,"ABI2"
"hsa","ENSG00000138448",3685,"ITGAV"
"hsa","ENSG00000138449",30061,"SLC40A1"
"hsa","ENSG00000138459",55032,"SLC35A5"
"hsa","ENSG00000138463",84925,"SLC49A4"
"hsa","ENSG00000138468",57337,"SENP7"
"hsa","ENSG00000138472",9626,"GUCA1C"
"hsa","ENSG00000138483",84692,"CCDC54"
"hsa","ENSG00000138495",10063,"COX17"
"hsa","ENSG00000138496",83666,"PARP9"
"hsa","ENSG00000138587",55329,"MNS1"
"hsa","ENSG00000138592",9101,"USP8"
"hsa","ENSG00000138593",9728,"SECISBP2L"
"hsa","ENSG00000138594",29766,"TMOD3"
"hsa","ENSG00000138594",112268148,"LOC112268148"
"hsa","ENSG00000138600",84888,"SPPL2A"
"hsa","ENSG00000138604",26035,"GLCE"
"hsa","ENSG00000138606",90525,"SHF"
"hsa","ENSG00000138613",83464,"APH1B"
"hsa","ENSG00000138614",81556,"INTS14"
"hsa","ENSG00000138615",8483,"CILP"
"hsa","ENSG00000138617",54956,"PARP16"
"hsa","ENSG00000138621",60490,"PPCDC"
"hsa","ENSG00000138622",10021,"HCN4"
"hsa","ENSG00000138623",8482,"SEMA7A"
"hsa","ENSG00000138629",84993,"UBL7"
"hsa","ENSG00000138639",83478,"ARHGAP24"
"hsa","ENSG00000138640",10144,"FAM13A"
"hsa","ENSG00000138641",8916,"HERC3"
"hsa","ENSG00000138642",55008,"HERC6"
"hsa","ENSG00000138646",51191,"HERC5"
"hsa","ENSG00000138650",57575,"PCDH10"
"hsa","ENSG00000138653",64579,"NDST4"
"hsa","ENSG00000138658",55345,"ZGRF1"
"hsa","ENSG00000138660",55435,"AP1AR"
"hsa","ENSG00000138663",51138,"COPS4"
"hsa","ENSG00000138668",3184,"HNRNPD"
"hsa","ENSG00000138669",5593,"PRKG2"
"hsa","ENSG00000138670",153020,"RASGEF1B"
"hsa","ENSG00000138674",22872,"SEC31A"
"hsa","ENSG00000138675",2250,"FGF5"
"hsa","ENSG00000138678",84803,"GPAT3"
"hsa","ENSG00000138684",59067,"IL21"
"hsa","ENSG00000138685",2247,"FGF2"
"hsa","ENSG00000138686",55212,"BBS7"
"hsa","ENSG00000138688",84162,"KIAA1109"
"hsa","ENSG00000138696",658,"BMPR1B"
"hsa","ENSG00000138698",5910,"RAP1GDS1"
"hsa","ENSG00000138709",55132,"LARP1B"
"hsa","ENSG00000138722",22915,"MMRN1"
"hsa","ENSG00000138735",8654,"PDE5A"
"hsa","ENSG00000138738",11107,"PRDM5"
"hsa","ENSG00000138741",7222,"TRPC3"
"hsa","ENSG00000138744",27163,"NAAA"
"hsa","ENSG00000138750",53371,"NUP54"
"hsa","ENSG00000138755",4283,"CXCL9"
"hsa","ENSG00000138756",55589,"BMP2K"
"hsa","ENSG00000138757",9908,"G3BP2"
"hsa","ENSG00000138758",55752,"SEPTIN11"
"hsa","ENSG00000138759",80144,"FRAS1"
"hsa","ENSG00000138760",950,"SCARB2"
"hsa","ENSG00000138764",901,"CCNG2"
"hsa","ENSG00000138767",246175,"CNOT6L"
"hsa","ENSG00000138768",8615,"USO1"
"hsa","ENSG00000138769",8999,"CDKL2"
"hsa","ENSG00000138771",57619,"SHROOM3"
"hsa","ENSG00000138772",306,"ANXA3"
"hsa","ENSG00000138777",27068,"PPA2"
"hsa","ENSG00000138778",1062,"CENPE"
"hsa","ENSG00000138780",79807,"GSTCD"
"hsa","ENSG00000138785",57117,"INTS12"
"hsa","ENSG00000138792",2028,"ENPEP"
"hsa","ENSG00000138794",839,"CASP6"
"hsa","ENSG00000138795",51176,"LEF1"
"hsa","ENSG00000138796",3033,"HADH"
"hsa","ENSG00000138798",1950,"EGF"
"hsa","ENSG00000138801",9061,"PAPSS1"
"hsa","ENSG00000138802",10427,"SEC24B"
"hsa","ENSG00000138813",84103,"C4orf17"
"hsa","ENSG00000138814",5530,"PPP3CA"
"hsa","ENSG00000138821",64116,"SLC39A8"
"hsa","ENSG00000138823",4547,"MTTP"
"hsa","ENSG00000138829",2201,"FBN2"
"hsa","ENSG00000138834",23162,"MAPK8IP3"
"hsa","ENSG00000138835",5998,"RGS3"
"hsa","ENSG00000138867",83606,"GUCD1"
"hsa","ENSG00000138892",164714,"TTLL8"
"hsa","ENSG00000138942",91445,"RNF185"
"hsa","ENSG00000138944",85352,"SHISAL1"
"hsa","ENSG00000138964",64098,"PARVG"
"hsa","ENSG00000139044",283358,"B4GALNT3"
"hsa","ENSG00000139053",5149,"PDE6H"
"hsa","ENSG00000139055",121506,"ERP27"
"hsa","ENSG00000139083",2120,"ETV6"
"hsa","ENSG00000139112",23710,"GABARAPL1"
"hsa","ENSG00000139116",55605,"KIF21A"
"hsa","ENSG00000139117",144402,"CPNE8"
"hsa","ENSG00000139131",51067,"YARS2"
"hsa","ENSG00000139132",121512,"FGD4"
"hsa","ENSG00000139133",84920,"ALG10"
"hsa","ENSG00000139144",5288,"PIK3C2G"
"hsa","ENSG00000139146",58516,"SINHCAF"
"hsa","ENSG00000139151",89869,"PLCZ1"
"hsa","ENSG00000139154",121536,"AEBP2"
"hsa","ENSG00000139155",53919,"SLCO1C1"
"hsa","ENSG00000139160",254013,"ETFBKMT"
"hsa","ENSG00000139163",55500,"ETNK1"
"hsa","ENSG00000139168",85437,"ZCRB1"
"hsa","ENSG00000139173",84216,"TMEM117"
"hsa","ENSG00000139174",144165,"PRICKLE1"
"hsa","ENSG00000139178",51279,"C1RL"
"hsa","ENSG00000139180",4704,"NDUFA9"
"hsa","ENSG00000139182",9746,"CLSTN3"
"hsa","ENSG00000139187",10219,"KLRG1"
"hsa","ENSG00000139190",6843,"VAMP1"
"hsa","ENSG00000139192",55080,"TAPBPL"
"hsa","ENSG00000139193",939,"CD27"
"hsa","ENSG00000139194",83758,"RBP5"
"hsa","ENSG00000139197",5830,"PEX5"
"hsa","ENSG00000139200",196500,"PIANP"
"hsa","ENSG00000139209",55089,"SLC38A4"
"hsa","ENSG00000139211",347902,"AMIGO2"
"hsa","ENSG00000139218",9169,"SCAF11"
"hsa","ENSG00000139219",1280,"COL2A1"
"hsa","ENSG00000139220",8499,"PPFIA2"
"hsa","ENSG00000139223",23519,"ANP32D"
"hsa","ENSG00000139233",84298,"LLPH"
"hsa","ENSG00000139263",121227,"LRIG3"
"hsa","ENSG00000139266",92979,"MARCHF9"
"hsa","ENSG00000139269",83729,"INHBE"
"hsa","ENSG00000139278",11010,"GLIPR1"
"hsa","ENSG00000139287",121278,"TPH2"
"hsa","ENSG00000139289",22822,"PHLDA1"
"hsa","ENSG00000139291",55266,"TMEM19"
"hsa","ENSG00000139292",8549,"LGR5"
"hsa","ENSG00000139304",374462,"PTPRQ"
"hsa","ENSG00000139318",1848,"DUSP6"
"hsa","ENSG00000139323",282809,"POC1B"
"hsa","ENSG00000139324",160418,"TMTC3"
"hsa","ENSG00000139329",4060,"LUM"
"hsa","ENSG00000139330",11081,"KERA"
"hsa","ENSG00000139343",6636,"SNRPF"
"hsa","ENSG00000139344",144193,"AMDHD1"
"hsa","ENSG00000139350",121441,"NEDD1"
"hsa","ENSG00000139351",50511,"SYCP3"
"hsa","ENSG00000139352",429,"ASCL1"
"hsa","ENSG00000139354",283431,"GAS2L3"
"hsa","ENSG00000139364",114795,"TMEM132B"
"hsa","ENSG00000139370",121260,"SLC15A4"
"hsa","ENSG00000139372",6996,"TDG"
"hsa","ENSG00000139405",84934,"RITA1"
"hsa","ENSG00000139410",113675,"SDSL"
"hsa","ENSG00000139428",326625,"MMAB"
"hsa","ENSG00000139433",51228,"GLTP"
"hsa","ENSG00000139436",9815,"GIT2"
"hsa","ENSG00000139437",84260,"TCHP"
"hsa","ENSG00000139438",84915,"FAM222A"
"hsa","ENSG00000139445",121643,"FOXN4"
"hsa","ENSG00000139496",9818,"NUP58"
"hsa","ENSG00000139505",9107,"MTMR6"
"hsa","ENSG00000139508",283537,"SLC46A3"
"hsa","ENSG00000139514",6541,"SLC7A1"
"hsa","ENSG00000139515",3651,"PDX1"
"hsa","ENSG00000139517",222484,"LNX2"
"hsa","ENSG00000139531",6821,"SUOX"
"hsa","ENSG00000139537",85478,"CCDC65"
"hsa","ENSG00000139540",283375,"SLC39A5"
"hsa","ENSG00000139546",6895,"TARBP2"
"hsa","ENSG00000139547",8608,"RDH16"
"hsa","ENSG00000139549",50846,"DHH"
"hsa","ENSG00000139567",94,"ACVRL1"
"hsa","ENSG00000139572",53831,"GPR84"
"hsa","ENSG00000139574",8620,"NPFF"
"hsa","ENSG00000139579",79035,"NABP2"
"hsa","ENSG00000139597",90634,"N4BP2L1"
"hsa","ENSG00000139610",1990,"CELA1"
"hsa","ENSG00000139613",6601,"SMARCC2"
"hsa","ENSG00000139618",675,"BRCA2"
"hsa","ENSG00000139620",54934,"KANSL2"
"hsa","ENSG00000139624",91012,"CERS5"
"hsa","ENSG00000139625",7786,"MAP3K12"
"hsa","ENSG00000139626",3695,"ITGB7"
"hsa","ENSG00000139629",11226,"GALNT6"
"hsa","ENSG00000139631",51380,"CSAD"
"hsa","ENSG00000139636",55716,"LMBR1L"
"hsa","ENSG00000139637",60314,"MYG1"
"hsa","ENSG00000139641",23344,"ESYT1"
"hsa","ENSG00000139644",7009,"TMBIM6"
"hsa","ENSG00000139645",283373,"ANKRD52"
"hsa","ENSG00000139648",112802,"KRT71"
"hsa","ENSG00000139651",283337,"ZNF740"
"hsa","ENSG00000139656",79024,"SMIM2"
"hsa","ENSG00000139668",115825,"WDFY2"
"hsa","ENSG00000139675",144983,"HNRNPA1L2"
"hsa","ENSG00000139679",10161,"LPAR6"
"hsa","ENSG00000139684",2098,"ESD"
"hsa","ENSG00000139687",5925,"RB1"
"hsa","ENSG00000139697",55206,"SBNO1"
"hsa","ENSG00000139714",283385,"MORN3"
"hsa","ENSG00000139718",23067,"SETD1B"
"hsa","ENSG00000139719",65082,"VPS33A"
"hsa","ENSG00000139722",79720,"VPS37B"
"hsa","ENSG00000139725",54509,"RHOF"
"hsa","ENSG00000139726",8562,"DENR"
"hsa","ENSG00000139734",81624,"DIAPH3"
"hsa","ENSG00000139737",122060,"SLAIN1"
"hsa","ENSG00000139746",64062,"RBM26"
"hsa","ENSG00000139767",84530,"SRRM4"
"hsa","ENSG00000139780",196541,"METTL21C"
"hsa","ENSG00000139793",10150,"MBNL2"
"hsa","ENSG00000139797",140432,"RNF113B"
"hsa","ENSG00000139800",85416,"ZIC5"
"hsa","ENSG00000139826",84945,"ABHD13"
"hsa","ENSG00000139832",55647,"RAB20"
"hsa","ENSG00000139835",79774,"GRTP1"
"hsa","ENSG00000139842",8451,"CUL4A"
"hsa","ENSG00000139865",319089,"TTC6"
"hsa","ENSG00000139874",6751,"SSTR1"
"hsa","ENSG00000139880",64403,"CDH24"
"hsa","ENSG00000139890",161253,"REM2"
"hsa","ENSG00000139899",643866,"CBLN3"
"hsa","ENSG00000139908",283629,"TSSK4"
"hsa","ENSG00000139910",4857,"NOVA1"
"hsa","ENSG00000139914",161247,"FITM1"
"hsa","ENSG00000139915",161357,"MDGA2"
"hsa","ENSG00000139921",81542,"TMX1"
"hsa","ENSG00000139926",122786,"FRMD6"
"hsa","ENSG00000139946",57161,"PELI2"
"hsa","ENSG00000139970",6252,"RTN1"
"hsa","ENSG00000139971",145407,"ARMH4"
"hsa","ENSG00000139973",83851,"SYT16"
"hsa","ENSG00000139974",145389,"SLC38A6"
"hsa","ENSG00000139977",122830,"NAA30"
"hsa","ENSG00000139985",8747,"ADAM21"
"hsa","ENSG00000139988",145226,"RDH12"
"hsa","ENSG00000139990",8816,"DCAF5"
"hsa","ENSG00000139998",376267,"RAB15"
"hsa","ENSG00000140006",112840,"WDR89"
"hsa","ENSG00000140009",2100,"ESR2"
"hsa","ENSG00000140015",27133,"KCNH5"
"hsa","ENSG00000140022",85439,"STON2"
"hsa","ENSG00000140025",90141,"EFCAB11"
"hsa","ENSG00000140030",8477,"GPR65"
"hsa","ENSG00000140043",145482,"PTGR2"
"hsa","ENSG00000140044",122953,"JDP2"
"hsa","ENSG00000140057",122481,"AK7"
"hsa","ENSG00000140067",90050,"FAM181A"
"hsa","ENSG00000140090",123041,"SLC24A4"
"hsa","ENSG00000140092",10516,"FBLN5"
"hsa","ENSG00000140093",51156,"SERPINA10"
"hsa","ENSG00000140104",122616,"CLBA1"
"hsa","ENSG00000140105",7453,"WARS1"
"hsa","ENSG00000140107",283600,"SLC25A47"
"hsa","ENSG00000140153",91833,"WDR20"
"hsa","ENSG00000140157",81614,"NIPA2"
"hsa","ENSG00000140199",9990,"SLC12A6"
"hsa","ENSG00000140254",90527,"DUOXA1"
"hsa","ENSG00000140259",4236,"MFAP1"
"hsa","ENSG00000140262",6938,"TCF12"
"hsa","ENSG00000140263",6652,"SORD"
"hsa","ENSG00000140264",10169,"SERF2"
"hsa","ENSG00000140265",146050,"ZSCAN29"
"hsa","ENSG00000140274",405753,"DUOXA2"
"hsa","ENSG00000140279",50506,"DUOX2"
"hsa","ENSG00000140280",256586,"LYSMD2"
"hsa","ENSG00000140284",11001,"SLC27A2"
"hsa","ENSG00000140285",2252,"FGF7"
"hsa","ENSG00000140287",3067,"HDC"
"hsa","ENSG00000140297",9245,"GCNT3"
"hsa","ENSG00000140299",663,"BNIP2"
"hsa","ENSG00000140307",2958,"GTF2A2"
"hsa","ENSG00000140319",6727,"SRP14"
"hsa","ENSG00000140320",22893,"BAHD1"
"hsa","ENSG00000140323",85455,"DISP2"
"hsa","ENSG00000140326",146059,"CDAN1"
"hsa","ENSG00000140332",7090,"TLE3"
"hsa","ENSG00000140350",8125,"ANP32A"
"hsa","ENSG00000140365",54939,"COMMD4"
"hsa","ENSG00000140367",92912,"UBE2Q2"
"hsa","ENSG00000140368",9051,"PSTPIP1"
"hsa","ENSG00000140374",2108,"ETFA"
"hsa","ENSG00000140379",597,"BCL2A1"
"hsa","ENSG00000140382",10363,"HMG20A"
"hsa","ENSG00000140386",49855,"SCAPER"
"hsa","ENSG00000140391",10099,"TSPAN3"
"hsa","ENSG00000140395",80349,"WDR61"
"hsa","ENSG00000140396",10499,"NCOA2"
"hsa","ENSG00000140398",79661,"NEIL1"
"hsa","ENSG00000140400",4123,"MAN2C1"
"hsa","ENSG00000140403",55466,"DNAJA4"
"hsa","ENSG00000140406",59274,"TLNRD1"
"hsa","ENSG00000140416",7168,"TPM1"
"hsa","ENSG00000140443",3480,"IGF1R"
"hsa","ENSG00000140450",91947,"ARRDC4"
"hsa","ENSG00000140451",80119,"PIF1"
"hsa","ENSG00000140455",9960,"USP3"
"hsa","ENSG00000140459",1583,"CYP11A1"
"hsa","ENSG00000140463",585,"BBS4"
"hsa","ENSG00000140464",5371,"PML"
"hsa","ENSG00000140465",1543,"CYP1A1"
"hsa","ENSG00000140470",170691,"ADAMTS17"
"hsa","ENSG00000140471",55180,"LINS1"
"hsa","ENSG00000140474",25989,"ULK3"
"hsa","ENSG00000140478",653643,"GOLGA6D"
"hsa","ENSG00000140479",5046,"PCSK6"
"hsa","ENSG00000140481",80125,"CCDC33"
"hsa","ENSG00000140488",60677,"CELF6"
"hsa","ENSG00000140497",10066,"SCAMP2"
"hsa","ENSG00000140505",1544,"CYP1A2"
"hsa","ENSG00000140506",79748,"LMAN1L"
"hsa","ENSG00000140511",145864,"HAPLN3"
"hsa","ENSG00000140519",51458,"RHCG"
"hsa","ENSG00000140521",5428,"POLG"
"hsa","ENSG00000140522",6017,"RLBP1"
"hsa","ENSG00000140525",55215,"FANCI"
"hsa","ENSG00000140526",11057,"ABHD2"
"hsa","ENSG00000140527",56964,"WDR93"
"hsa","ENSG00000140534",90381,"TICRR"
"hsa","ENSG00000140538",4916,"NTRK3"
"hsa","ENSG00000140543",55070,"DET1"
"hsa","ENSG00000140545",4240,"MFGE8"
"hsa","ENSG00000140548",374655,"ZNF710"
"hsa","ENSG00000140553",55898,"UNC45A"
"hsa","ENSG00000140557",8128,"ST8SIA2"
"hsa","ENSG00000140563",55784,"MCTP2"
"hsa","ENSG00000140564",5045,"FURIN"
"hsa","ENSG00000140575",8826,"IQGAP1"
"hsa","ENSG00000140577",64784,"CRTC3"
"hsa","ENSG00000140598",79631,"EFL1"
"hsa","ENSG00000140600",6457,"SH3GL3"
"hsa","ENSG00000140612",23478,"SEC11A"
"hsa","ENSG00000140623",124404,"SEPTIN12"
"hsa","ENSG00000140632",84656,"GLYR1"
"hsa","ENSG00000140650",5373,"PMM2"
"hsa","ENSG00000140675",6524,"SLC5A2"
"hsa","ENSG00000140678",3687,"ITGAX"
"hsa","ENSG00000140682",7041,"TGFB1I1"
"hsa","ENSG00000140688",64755,"RUSF1"
"hsa","ENSG00000140691",79798,"ARMC5"
"hsa","ENSG00000140694",5073,"PARN"
"hsa","ENSG00000140718",79068,"FTO"
"hsa","ENSG00000140740",7385,"UQCRC2"
"hsa","ENSG00000140743",1039,"CDR2"
"hsa","ENSG00000140749",10261,"IGSF6"
"hsa","ENSG00000140750",55114,"ARHGAP17"
"hsa","ENSG00000140795",91807,"MYLK3"
"hsa","ENSG00000140798",94160,"ABCC12"
"hsa","ENSG00000140807",85407,"NKD1"
"hsa","ENSG00000140829",9785,"DHX38"
"hsa","ENSG00000140830",54957,"TXNL4B"
"hsa","ENSG00000140832",91862,"MARVELD3"
"hsa","ENSG00000140835",10164,"CHST4"
"hsa","ENSG00000140836",463,"ZFHX3"
"hsa","ENSG00000140839",497190,"CLEC18B"
"hsa","ENSG00000140848",221184,"CPNE2"
"hsa","ENSG00000140853",84166,"NLRC5"
"hsa","ENSG00000140854",10300,"KATNB1"
"hsa","ENSG00000140859",3801,"KIFC3"
"hsa","ENSG00000140873",170692,"ADAMTS18"
"hsa","ENSG00000140876",283927,"NUDT7"
"hsa","ENSG00000140905",2653,"GCSH"
"hsa","ENSG00000140931",123920,"CMTM3"
"hsa","ENSG00000140932",146225,"CMTM2"
"hsa","ENSG00000140937",1009,"CDH11"
"hsa","ENSG00000140939",8996,"NOL3"
"hsa","ENSG00000140941",81631,"MAP1LC3B"
"hsa","ENSG00000140943",8720,"MBTPS1"
"hsa","ENSG00000140945",1012,"CDH13"
"hsa","ENSG00000140948",23174,"ZCCHC14"
"hsa","ENSG00000140950",57707,"MEAK7"
"hsa","ENSG00000140955",161931,"ADAD2"
"hsa","ENSG00000140961",29948,"OSGIN1"
"hsa","ENSG00000140968",3394,"IRF8"
"hsa","ENSG00000140983",89941,"RHOT2"
"hsa","ENSG00000140986",6123,"RPL3L"
"hsa","ENSG00000140987",54925,"ZSCAN32"
"hsa","ENSG00000140988",6187,"RPS2"
"hsa","ENSG00000140990",4716,"NDUFB10"
"hsa","ENSG00000140992",5170,"PDPK1"
"hsa","ENSG00000140993",91151,"TIGD7"
"hsa","ENSG00000140995",54849,"DEF8"
"hsa","ENSG00000141002",22980,"TCF25"
"hsa","ENSG00000141012",2588,"GALNS"
"hsa","ENSG00000141013",2622,"GAS8"
"hsa","ENSG00000141026",55090,"MED9"
"hsa","ENSG00000141027",9611,"NCOR1"
"hsa","ENSG00000141030",8533,"COPS3"
"hsa","ENSG00000141034",79018,"GID4"
"hsa","ENSG00000141040",57336,"ZNF287"
