"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"37","ec:5.3.1.9","gene","rn:R02739",202,351,"rectangle",46,17,"#BFFFBF","sce:YBR196C",92,"reversible","sce","00030",0,1,0.0511943896559281,3,16,0.571428571428571,0.0045662100456621,1,0.603176929003694,3,3,4,8,0.302921628490012,0.12397939308151,"NHNB"
"40","ec:2.7.1.15","gene","rn:R02750",401,663,"rectangle",46,17,"#BFFFBF","sce:YCR036W",94,"reversible","sce","00030",0,1,0,6,41,0.745454545454545,0.00543478260869565,1,0,3,3,4,11,0.584300954313189,0.871939695733965,"HNB"
"43","ec:2.7.6.1","gene","rn:R01049",530,567,"rectangle",46,17,"#BFFFBF","sce:YBL068W / sce:YER099C / sce:YHL011C / sce:YKL181W / sce:YOL061W",97,"reversible","sce","00030",0,1,0,7,17,0.809523809523809,0.00636942675159236,1,0,3,3,4,7,0,0.962225136577604,"NHNB"
"45","ec:2.7.1.15","gene","rn:R01051",628,520,"rectangle",46,17,"#BFFFBF","sce:YCR036W",99,"reversible","sce","00030",0,1,0,6,41,0.745454545454545,0.00543478260869565,1,0,3,3,4,11,0.584300954313189,0.871939695733965,"HNB"
"46","ec:2.2.1.1","gene","rn:R01641",420,560,"rectangle",46,17,"#BFFFBF","sce:YBR117C / sce:YPR074C",100,"reversible","sce","00030",0,1,0.111878150339689,12,49,0.320261437908497,0.00492610837438424,1,0.603176929003694,3,3,4,22,0.854923331376948,1,"HNB"
"47","ec:5.3.1.6","gene","rn:R01056",530,485,"rectangle",46,17,"#BFFFBF","sce:YOR095C",101,"reversible","sce","00030",0,1,0.0870808678500986,6,45,0.494505494505495,0.00471698113207547,1,0.307690269735963,3,3,4,14,0.933091905860306,0.550920288136358,"HNB"
"48","ec:5.1.3.1","gene","rn:R01529",476,446,"rectangle",46,17,"#BFFFBF","sce:YJL121C",102,"reversible","sce","00030",0,1,0.0379355687047995,4,4,0.4,0.00483091787439614,1,0.386169151750373,3,3,4,7,0.309803829078152,0.303696940260227,"NHNB"
"49","ec:2.2.1.1","gene","rn:R01830",305,446,"rectangle",46,17,"#BFFFBF","sce:YBR117C / sce:YPR074C",103,"reversible","sce","00030",0,1,0.111878150339689,12,49,0.320261437908497,0.00492610837438424,1,0.603176929003694,3,3,4,22,0.854923331376948,1,"HNB"
"50","ec:4.1.2.13","gene","rn:R01070",200,562,"rectangle",46,17,"#BFFFBF","sce:YKL060C",104,"reversible","sce","00030",0,1,0.000712250712250712,7,16,0.761904761904762,0.00462962962962963,1,0.307690269735964,4,3,4,9,0.242895734938458,0.52425747145193,"NHNB"
"51","ec:2.7.1.11","gene","rn:R04779",176,493,"rectangle",46,17,"#BFFFBF","sce:YGR240C / sce:YMR205C",105,"irreversible","sce","00030",0,1,0.00100810870041639,3,12,0.8,0.00444444444444444,1,0.386169151750373,4,3,4,6,0.306565686851106,0.164750782379284,"NHNB"
"52","ec:3.1.3.11","gene","rn:R04780",140,469,"rectangle",46,17,"#BFFFBF","sce:YLR377C",106,"irreversible","sce","00030",0,1,0.00100810870041639,3,12,0.8,0.00444444444444444,1,0.386169151750373,4,3,4,6,0.306565686851106,0.164750782379284,"NHNB"
"53","ec:5.3.1.9","gene","rn:R02740",202,416,"rectangle",46,17,"#BFFFBF","sce:YBR196C",107,"reversible","sce","00030",0,1,0.0511943896559281,3,16,0.571428571428571,0.0045662100456621,1,0.603176929003694,3,3,4,8,0.302921628490012,0.12397939308151,"NHNB"
"56","ec:1.1.1.44","gene","rn:R01528",504,363,"rectangle",46,17,"#BFFFBF","sce:YGR256W / sce:YHR183W",110,"irreversible","sce","00030",0,1,0.0499013806706114,5,5,0.238095238095238,0.00175746924428822,2,0.779393336662009,3,3,4,11,0.127795534244829,0.00463544548446673,"HNB"
"57","ec:3.1.1.31","gene","rn:R02035",451,320,"rectangle",46,17,"#BFFFBF","sce:YCR073W-A / sce:YGR248W / sce:YHR163W / sce:YNR034W",111,"irreversible","sce","00030",0,1,0.00598290598290598,4,2,0.333333333333333,0.00175438596491228,2,0.590472333310313,4,3,4,7,0.00121730562142654,0.0494123422127646,"NHNB"
"58","ec:1.1.1.49","gene","rn:R02736",280,310,"rectangle",46,17,"#BFFFBF","sce:YNL241C",112,"irreversible","sce","00030",0,1,0.0466359850975236,4,0,0,0.00175438596491228,2,0.756264036426338,3,3,4,9,0.0390611272534788,0.000752386069956737,"NHNB"
"62","ec:2.7.1.12","gene","rn:R01737",534,241,"rectangle",46,17,"#BFFFBF","sce:YDR248C",116,"irreversible","sce","00030",0,1,0,0,8,0.533333333333333,0.00132275132275132,2,1,4,3,4,6,0.0251300242913169,0,"NHNB"
"77","ec:2.2.1.2","gene","rn:R01827",364,526,"rectangle",46,17,"#BFFFBF","sce:YGR043C / sce:YLR354C",125,"reversible","sce","00030",0,1,0.0327635327635328,2,16,0.761904761904762,0.00452488687782805,1,0.835500945886085,4,3,4,9,0.381648613302538,0.264203333200471,"NHNB"
"78","ec:5.4.2.2","gene","rn:R01057",628,562,"rectangle",46,17,"#BFFFBF","sce:YKL127W / sce:YMR105C / sce:YMR278W",126,"reversible","sce","00030",0,1,0,0,25,0.694444444444444,0.00132275132275132,1,0.386169151750373,3,3,4,9,1,7.99942067413302e-17,"NHNB"
"156","ec:1.1.1.343","gene","rn:R10221",554,363,"rectangle",46,17,"#BFFFBF","sce:YGR256W / sce:YHR183W",147,"irreversible","sce","00030",0,1,0.0499013806706114,5,5,0.238095238095238,0.00175746924428822,2,0.779393336662009,3,3,4,11,0.127795534244829,0.00463544548446673,"HNB"
"157","ec:1.1.1.363","gene","rn:R02736 rn:R10907",255,331,"rectangle",46,17,"#BFFFBF","sce:YNL241C",148,"irreversible","sce","00030",0,1,0.0466359850975236,4,0,0,0.00175438596491228,2,0.756264036426338,3,3,4,9,0.0390611272534788,0.000752386069956737,"NHNB"
